ID,POLONAIS,ENGLISH,INTERVAL
2159,łącznik,hyphen,66
315,samotnik.,loner,100
6902,awaria,crashing,19
9410,nieumyślnie,inadvertently,51
13661,środkowy,middle,14
4233,błądzić,err,84
6669,wdrapywać się,scramble,54
8023,najważniejszy,paramount,62
8473,przejrzystość,clarity,60
14008,dopóki,until,10
3367,ptyś,puff,75
11946,wyrażone,expressed,18
13323,brytania,britain,18
3594,nakładać się,overlapping,60
13330,grzyb,mushroom,18
13671,północny,northern,14
3237,bezprawny,unlawful,84
4162,karny,punitive,84
10530,współrzędne,coordinates,25
4489,borówka,huckleberry,83
6734,damaszek,damascus,70
7686,bulden.,bowden,64
13138,kopnięcie,kick,15
6974,nikotyna,nicotine,67
5200,kotek,kitten,74
11564,kluczowy,crucial,35
13059,dwa razy,twice,21
13234,drogi,dear,19
5663,stacja końcowa,terminus,77
11656,z powodzeniem,successfully,13
8586,rozdarty,torn,59
12656,węgry,hungary,26
3750,spódnica,petticoat,80
3428,lód na patyku,popsicle,88
7585,nosorożec,rhinoceros,65
393,długouszka,tamarin,100
8359,rezydencja,mansion,58
3127,welon,veil,74
6656,beneficjant,incumbent,62
12341,pamięć,memory,16
10082,delfin,dolphin,29
14007,zwiększyć,increase,15
12647,zagrożenia,threats,16
4761,spirala,helix,82
1084,określony,stipulated,81
357,warcaby,draughts,96
12064,działania wojenne,warfare,32
10165,przerwany,ceased,26
8458,gruźlica,tuberculosis,60
7411,łotewski,latvian,64
12375,głównie,primarily,29
6960,droga wolna,freeway,63
8564,nieunikniony,unavoidable,59
11191,wyborczy,electoral,35
10048,chleb,bread,47
9279,krążek do hokeja,puck,54
9947,pościgowy,chaser,47
9857,średniogórze,highland,36
8693,spalony,burnt,58
14383,wniosek,proposal,11
8394,analitycy.,analysts,50
8293,entuzjazm,enthusiasm,60
2200,sklep spożywczy,grocery,89
5993,optymalizacja,optimization,56
10609,północno-wschodni,northeastern,44
12321,jugosławii,yugoslavia,29
12374,elektryczny,electric,20
8754,obierać,peel,55
577,niedorzeczny,preposterous,98
14011,dostarczać,provide,6
4492,niekonsekwentny,erratic,71
9252,metryczny,metric,52
6118,nowicjusz,novice,72
6230,uniewinniony,acquitted,72
8066,nastąpiło,ensued,34
3959,kasztan,chestnut,84
7258,piszczel,shin,65
10325,postawa,attitude,42
11031,strzelanina,shootout,40
2747,na zachód.,westwards,32
9733,księżycowy,lunar,50
13284,8.,8th,19
8410,wosk,wax,56
2599,ochroniarz,bodyguard,83
9532,odbudowany,rebuilt,52
11276,wąż,snake,36
13412,szczery,frank,17
9044,prorok,prophet,50
6485,do tyłu,backward,54
8145,zapalny,inflammatory,62
2027,podważać,undermines,55
13092,kara,penalty,18
2259,włókno szklane,fiberglass,93
14184,z dala,away,12
13953,z powrotem,back,8
4866,jeździectwo,horsemen,81
9920,oszroniony,hoary,49
2161,narkotyk,dope,58
5885,zawieszać,suspend,26
9962,toaleta,wc,48
1877,brzęk,waking,32
448,łódź ratunkowa,lifeboat,97
6273,zrównoważyć,offset,69
11881,gotówka,cash,33
9839,ujmujący,engaging,17
1107,strażnicy,keepers,46
5665,milczący,mum,45
13318,niżej,lower,18
11051,bydło,cattle,40
3542,obuwie,footwear,88
12838,zbliżać się,approach,18
3641,zeszyt,notebook,83
10537,po drugie,secondly,44
8046,nienawiść,hatred,62
10397,zdrowaśka,ave,45
712,niepisany,unwritten,99
5559,egzystencjalizm,existentialism,73
12659,przemysł,industry,17
14271,naprawdę,really,11
11404,sm,ms,38
10743,językoznawca,linguist,36
12878,typy,types,8
14160,pracownicy,workers,24
3698,zniżkowy,downward,50
8390,buc,dong,60
3424,tabu,taboo,87
10310,tajemnica,mystery,38
3149,zakrystian,sexton,89
7076,szczekać,bark,62
6597,w każdym razie,anyhow,71
3578,teoretyk,theorist,61
6710,w ciąży,pregnant,70
5884,klin,wedge,71
5881,dziwnie,oddly,75
7358,aksamit,velvet,65
1787,apostrofy.,apostrophes,71
7675,zmarszczył brwi,frowned,59
7692,chwast,weed,61
8860,opactwo,abbey,57
10548,baran,ram,26
927,impalizujący,impaler,90
7353,krajobraz,landscape,61
8527,stworzenia,creatures,50
10437,spokojna,peaceful,17
3437,odgazować,degas,88
3908,siła ognia,firepower,86
447,nie uninja,uninjured,100
11866,zawód,occupation,30
7309,napój,beverage,63
12689,ekspansja,expansion,25
12407,kont.,cont,28
5890,amerykański orzech biały,hickory,75
13826,został,been,5
3345,hipokryzja,hypocrisy,88
14189,klucz,key,13
11255,chemia,chemistry,38
10294,żonaty,married,40
4304,łąka,meadow,61
333,czkawka,hiccup,98
12446,prowadzone,conducted,20
4183,trzustka,pancreas,85
9648,obiad,lunch,51
10381,nabój,cartridge,40
14301,obawa,concern,10
8635,ropucha,toad,58
10031,nieprawidłowo,incorrectly,48
8125,dojrzały,mature,50
9796,malezyjski,malaysian,49
164,kotlina,cirque,100
6806,makijaż,makeup,69
1541,rosły,stalwart,88
9827,znajomości,connections,12
575,nadmorski,seaside,99
14023,różny,different,10
5682,sutek,nipple,71
12098,konserwatywny,conservative,25
12330,ciężko,heavily,29
3055,rękojeść,handoff,89
12396,wykresy,charts,16
11125,pomniejszy,lesser,39
13345,ćwiczyć,practice,15
6665,najazd,incursion,62
3797,koliber,hummingbird,86
10356,ocaleni.,survivors,37
13424,wojsko,troops,15
5537,sypialnia,bedroom,75
6863,idealnie,ideally,39
12076,nowotwór,cancer,32
478,trifosforan,triphosphate,99
7402,wprowadzający,introductory,66
4470,bielactwo,albinism,81
8102,sąsiedni,neighbouring,39
12937,wystarczający,sufficient,18
13442,w sposób nieokreślony,indefinitely,16
13182,rzymski,roman,19
11342,bezpodstawny,unwarranted,38
4382,krewny,kin,83
12197,nietoperz,bat,11
6440,bełkot,babble,71
12436,ulga,relief,28
8075,gąbka,sponge,62
4030,we śnie,asleep,85
6263,kanarek,canary,72
4521,osobliwy,peculiar,78
1531,burżuazja,bourgeoisie,96
12362,pakowania,packers,28
11358,wszyscy,everybody,38
11998,słabo,poorly,32
1116,zegar słoneczny,sundial,94
8779,szkarłat,scarlet,56
6339,niewydany,unreleased,73
5692,klasa średniorolnych chłopów,yeomanry,77
235,niedwuznaczny,unambiguous,88
8197,nieobecny,absent,61
83,kalać,sully,99
6721,właściwie,inherently,58
11227,np,eg,38
2732,troposferyjny.,tropospheric,79
1004,miecznik,swordfish,98
12728,furman,carter,25
7895,pchnięcie,thrust,58
13070,zasięg,reach,11
11365,las deszczowy,rainforest,38
3242,tabaka,snuff,89
14425,kiedykolwiek,ever,12
1064,czczony,revered,56
12708,rzucać,cast,23
9645,worek,sack,28
7931,orzech kokosowy,coconut,62
3993,moneta dziesięciocentowa,dime,80
13739,wspaniały,super,13
9080,modlitwa,prayer,50
10066,hak,hook,34
3194,tkanki,tissues,53
3453,galaretować,jell,88
6511,surykatka,meerkat,72
8123,topór,axe,56
744,północna część stanu,upstate,99
10100,doustny,oral,44
11348,rozebrać się,strip,31
10225,skamieniałość,fossil,32
9205,laleczka,dolly,54
11242,kłaść,lay,35
13500,bezpieczeństwo,security,13
4852,bezrobotni,unemployed,55
11694,nośnik,carrier,32
3622,buzdygan,mace,87
13230,lot,flight,18
6090,ślad stopy,footprint,70
12062,w porządku,okay,32
12150,niewierny,faithless,31
12707,kamień,stone,22
9384,kopiec,mound,50
13982,rozwój,development,12
1167,płat,lobe,90
2081,gorzko,bitterly,94
13565,napełnić,fill,13
14491,zakup,purchase,29
4506,czekać na,await,52
14297,przywódcy,leaders,14
14066,dodany,added,6
11691,wyznaczony,appointed,29
4046,niesprawiedliwość,injustice,81
470,opat,abbot,98
14357,łatwy,easy,12
1638,ster,rudder,94
9922,pani,mrs,12
4275,hiszpan,spaniard,71
5497,gruczoł,gland,72
597,koloniści,colonists,92
7908,syjonizm,zionism,62
5638,salonik,lounge,74
14122,obejmuje,includes,7
2912,tania restauracja,diner,88
7526,nurkować,dive,42
5355,fana,phane,79
13491,potencjalnie,potentially,13
148,rewir,revamp,74
10834,turystyka,tourism,42
9124,przywołany.,recalled,33
8185,kopciuszek,cinderella,61
12944,pomaga,helps,7
2770,subsydium,subsidy,79
13828,o,about,5
4542,wojna błyskawiczna,blitzkrieg,82
7963,przycinać,trim,46
3960,sprawiedliwy,righteous,86
6444,dozorca,caretaker,71
12175,żona,wife,31
1324,zerkanie,peeps,84
12429,osierocony,orphaned,27
11702,niedokładny,inaccurate,35
471,zaczep,hitch,97
9308,równikowy,equatorial,54
6475,przedsiębiorca,entrepreneur,66
13430,róża,rose,16
8996,szept,whisper,36
10406,garnek,pot,43
2026,kpina,mockery,93
5988,zgniły,rotten,75
12290,w odróżnieniu,unlike,22
8712,chomik,hamster,58
13647,relacja na żywo,live,9
6947,wierność,allegiance,67
3644,niedochodowy,nonprofit,88
11226,ustalenie,fixing,11
11238,aresztować,arrest,21
12426,mleko,milk,28
13436,odniesienia,referenced,16
8037,dowcip,wit,27
5580,kamizelka,vest,60
7667,chunch.,chung,64
820,czynnik rakotwórczy,carcinogen,88
12347,szyna,rail,27
60,płatność,payload,98
11698,odwołany,cancelled,27
14107,ogólny,general,9
10364,zniewaga,insult,26
11932,powszechnie,commonly,33
13225,ściąć,fell,19
14217,ponownie,again,6
4820,przodkowie,predecessors,49
3344,fryzura,hairstyle,77
11720,odkrycie,discovery,30
13734,złoto,gold,13
6958,nieuchwytny,intangible,68
10136,jedwab,silk,46
3343,mitoza,mitosis,88
2570,ognisko,bonfire,89
6970,odtworzony,reconstituted,63
12424,środek nocy,midnight,28
8869,notoryczny,notorious,53
7844,dudziarz,piper,60
1783,wesz,louse,95
2034,katoda,cathode,92
6829,oszukać,jockey,64
6024,piroguryt,pyruvate,74
11206,jutro,tomorrow,39
6356,świeca,candle,65
14226,bezpłatny,free,6
9144,talerze,plates,24
13220,rozwinięty,developed,12
7404,nadgarstek,wrist,62
3213,podsadzkarz,filler,84
9573,kałamarnica,squid,43
10259,tektonika,tectonics,43
10496,z poważaniem,sincerely,39
4475,człowiek z blizną,scarface,83
6944,zniesiony,abolished,62
14243,zrobione,done,11
10131,schylać się,bend,43
5985,kierujący się na północ,northbound,75
7592,widocznie,evidently,12
8234,oparty,leaning,48
5160,dotknięty,stricken,80
12475,pocisk,missile,24
3602,nagromadzenie,buildup,87
2467,pielgrzymka,pilgrimage,92
5586,naiwny,naive,73
12915,przyłożenie,touchdowns,11
3176,eskalujący,escalating,43
5698,zbieranina,miscellany,76
11499,transparent,banner,34
7759,rzadkie ciasto,batter,43
13552,stosuje się,applies,12
11792,noszony,worn,34
9705,utknął,stalled,41
12379,waga,weight,27
13971,wskaźnik,rate,8
6279,białorusiński,belorussian,73
3089,kacper,casper,89
9887,marks.,marx,49
7430,pulmanowski,pullman,65
13898,firmy,companies,10
2501,zajeździć,overdrive,92
13329,obszary,areas,11
1962,bogatszy,richer,95
313,charyzmatyczny,charismatic,100
13481,fajny,cool,16
10919,pocałunek,kiss,38
7949,skraj,rand,62
4301,brokuły,broccoli,84
9970,hipis.,hippie,45
9569,ukradłem,stole,52
14231,tekst,text,7
1525,smarowanie,lube,96
5227,fetyszizm,fetishism,68
12366,przykłady.,examples,12
2024,złośliwość,malice,92
9464,czas wojny,wartime,53
5937,wąwóz,gorge,58
7276,stosunek płciowy,intercourse,66
1561,pustelnia,hermitage,96
4811,przekręcanie,misrepresentation,79
298,sumator,adder,100
8543,cii,sh,59
9445,porwanie,kidnapping,37
11772,brazylijski,brazilian,34
2953,pokrojony,sliced,60
6018,wcielenie,incarnation,53
258,jawnie,overtly,100
9235,zorza polarna,aurora,54
65,komplikacje,setbacks,76
1389,zakazujący,interdictory,97
10469,kanały,channels,18
6635,strefowy,zonal,71
461,pogodzić,reconcile,87
12027,parowy,steam,32
4371,niekorzyść,disadvantage,69
8188,cichy,meek,61
9177,truskawka,strawberry,53
5887,uraz,trauma,75
2469,kapitalizowany,capitalised,72
10087,wichura,gale,45
12569,dysze,jets,22
14171,kwiecień,april,6
956,gasić,extinguish,64
3997,pionowo,upright,78
1798,uwodzenie,seduction,91
3112,elegant,dandy,88
11816,fałszerstwo,counterfeiting,31
13895,w dół,down,10
6516,hydromasaczni,hydropower,72
8972,pułapka,trap,38
7850,okrucieństwa,atrocities,59
14513,notatki,notes,7
4355,logicznie,logically,29
11318,małgorzata,margaret,38
3480,interweniowanie,intervening,50
10678,obietnica,promise,28
13553,pogrubiony,bold,15
10987,przystawki,starters,27
1823,ekspresjonizm,expressionism,95
12183,samobójstwo,suicide,29
13473,akademia,academy,16
10825,bezcelowy,pointless,42
2941,kwitnąć,blossom,79
234,szeroki uśmiech,grin,93
11940,dyskografia,discography,33
10183,niepewny,unsure,47
14059,jednostka,unit,7
262,skąpy,scant,100
5701,apr,comm,64
2456,gotowany,cooked,28
3912,wizerunek,effigy,82
10281,hrabstwo,shire,46
7499,pulpit,desktop,65
10273,następca,successor,44
3789,duży namiot,marquee,87
6227,drożdże,yeast,73
12165,madryt,madrid,31
6644,nierozsądny,unreasonable,69
1900,garb,hump,88
10494,proporcja,proportion,39
10707,kanion,canyon,42
8569,dryf,drift,38
6680,banialuki,fudge,70
10943,stopni,degrees,27
5234,wódka,vodka,79
2194,kodeks,codex,93
12768,holenderski,dutch,25
3078,cerować,darn,87
13723,walka,combat,13
5153,groźba,menace,72
13810,to,it,5
14147,ostatnio,recently,5
4081,zapadka,pawl,85
3297,odrzucona,discarded,73
3944,hańba,disgrace,74
5556,chrupiący,crisp,73
10670,ławka,bench,40
13406,dolina,valley,17
12155,tokarz,turner,31
4923,przełożony,rescheduled,77
12291,skrajny,extreme,20
7037,rozwiązanie,resolving,23
7760,cegły,brickyard,63
9477,nit,clinch,27
14410,patrząc,looking,5
13494,zapytania,queries,15
8156,ruda,ore,60
8254,skrzypce,violin,60
7606,komar,mosquito,62
3768,egzotyczny,exotic,84
2937,szkodliwy,detrimental,80
3777,rzadki,sparse,71
7742,chór,chorus,63
14437,oddzielny,separate,16
6477,łeb,pate,71
10559,wyborcy,voters,38
12922,dowód,proof,21
3805,oswojony,tame,73
7614,co ciekawe,interestingly,64
11833,konstelacja,constellation,33
1894,łania,hind,81
3903,płynnie,smoothly,86
5521,wina,guilt,77
1804,klepka,stave,78
12204,kosz,bin,30
14274,wszedł ,went,12
3874,skrót,shortcut,80
10845,wielkie żarcie,tucker,42
722,czerw,maggot,96
8291,nóż,knife,60
7990,szampan,champagne,62
9911,którego nie można wybrać,ineligible,49
8141,zwiad,recon,61
10587,niepokoić,bother,36
2901,pielucha,diaper,87
3745,gazy,gases,87
6388,myć się,wash,47
7049,sos,sauce,67
629,narcyzm,narcissism,99
7161,wzdręga,rudd,67
10487,kompozycja,composition,33
11525,wróć,comeback,36
14212,opłaty,charges,17
889,potrójny,ternary,98
2144,niedostępny,inaccessible,94
4874,fikcyjny,fictitious,81
5645,obcy,strangers,57
230,podgrupa,subgroup,93
7643,oaza,oasis,64
4792,utleniający,oxidant,43
4611,dyskwalifikacja,disqualification,79
