ID,JAPAN,ENGLISH,INTERVAL
4793,対称,symmetry,76
1537,prepar prepar,preparedness,95
14515,シカゴ,chicago,11
5506,不安定,instability,73
11546,サンダー,thunder,30
4641,エコノミスト,economists,54
13615,タガログ語,tagalog,12
14187,続く,continue,5
14050,状態,states,6
6466,オーブン,oven,62
10113,アジジアン,ascidian,42
1338,イングラル,ingles,93
5988,腐った,rotten,71
383,ブルネエル,brunel,100
190,監督する,overseeing,71
1948,久留,khu,93
9963,ハワイアン,hawaiian,42
12950,金曜日,friday,19
2256,モセル,moselle,91
6246,ボロン,boron,69
11172,ライディング,riding,22
13433,マット,matt,14
2350,ブラッシング,brushing,46
1854,カピバラ,capybara,91
13554,感謝,appreciated,9
4128,プロム,prom,80
10450,失礼,rude,38
6011,クロフト,croft,70
2681,ケトン,ketone,79
14397,火,fire,9
10648,視して,optical,34
7270,正方形,squares,14
4427,按ずる,recount,62
10531,ベイルート,beirut,39
3569,擬人,personification,85
5489,急上昇,pounce,65
1345,スプライト,sprite,92
13003,維持,kept,18
6658,カーバー,carver,66
7999,サバンナ,savannah,58
7923,百姓,yom,58
12076,癌,cancer,27
2475,格子,lattice,86
6196,t t,tossed,34
11126,卑劣な,sneaky,35
5841,葉巻,cigar,70
7765,叫ぶ,shout,38
12723,月曜,monday,21
8001,パーリー,parley,57
6322,統合失調症,schizophrenia,69
1595,眠って,slew,93
14097,ミーティング,meeting,9
10387,エアメン,airmen,40
2592,やり直す,reworked,62
3786,矩形,rectangular,84
7795,エチル,ethyl,59
203,フットワーク,footwork,100
4904,カミノ,camino,78
3658,クローリー,crawley,85
7215,ティラノサウルス,tyrannosaurus,62
3164,退手,ret,87
2407,発芽,germination,89
9945,動物園,zoo,42
289,興味のある,intrigued,45
4334,ランチャー,launcher,62
8347,オルウェリ,orwellian,55
11848,承認,approval,18
2840,冷酷な,ruthless,85
11133,16,sixteen,35
3509,ミカ,micah,86
11065,冥王星,pluto,36
10921,ピラミッド,pyramid,31
13655,一般的,generally,7
6875,ボイラー,boiler,61
9369,熱の,thermal,47
5762,pret pret,pretending,43
4534,ファジー,fuzzy,79
7636,キッカー,kickers,19
12695,洪水,flood,13
6907,グー,goo,65
2084,ドニー,dhoni,92
11697,亡くなった,withdrew,30
13411,橋,bridge,12
11114,カキ,oyster,35
2734,麻薬,narcotics,74
11592,ポルトガル語,portuguese,31
12338,電子,electronic,19
1121,控えめに,sparingly,96
1594,発展,evolving,35
13486,抗,anti,13
13710,したがって,therefore,12
14399,白,white,10
133,ザンジバール,zanzibar,100
9070,オランウータン,orangutan,50
10998,広大,vast,36
1373,ペチジン,pethidine,96
11052,奴隷,slave,30
11270,プログレッシブ,progressive,16
3550,管理者,managerial,86
1180,拳銃,handguns,64
1983,雑傷者,rutter,93
11843,ハンガリー語,hungarian,27
2588,知り合いに,acquainted,66
8860,修道院,abbey,51
10969,伝統,tradition,17
182,フラップ,flap,88
9684,括弧,parentheses,45
6955,泥棒,thief,64
12865,主張する,assert,14
2039,バンカー,banker,82
2001,失神,fainting,67
7813,佐藤,sancho,59
2630,home home,homebrew,90
8956,サクラメント,sacramento,51
13693,愛,love,11
3610,フラックス,flux,85
11044,r r,rendered,18
12530,秘密,secret,21
14078,政治的,political,10
4571,差止命令,injunction,76
1837,ジェゼベル,jezebel,93
8628,スローガン,slogan,43
5121,ジエチルアミド,diethylamide,76
78,乞食,beggars,87
7347,ハイニー,heinie,62
13627,ちゃんとした,proper,12
6633,再調整,realignment,54
6024,ピルベート,pyruvate,70
2904,インバネス,inverness,88
1359,ダリアリー,dahlia,96
14456,バツ,x,8
10567,不必要に,unnecessarily,39
12326,ランキング,ranking,7
9413,マンゴー,mango,47
4037,流行,fad,67
14353,説明された,described,9
812,シッキム,sikkim,98
13470,国旗,flag,12
6494,凛,rin,68
3227,自己中,selfish,83
9274,ロッテルダム,rotterdam,48
12454,ジョナサン,jonathan,24
13699,ダニエル,daniel,12
895,グラフト,graft,89
11057,ひげ,beard,33
8425,納屋,barn,53
1513,ぴんぴん,unfit,89
11537,派生物,derivative,19
7921,ガービー,garvey,58
2729,ジャンクション,junctions,41
8402,体液,fluid,53
4538,聖職者,basilica,79
12515,繁雑,complex,21
10657,盲目,blind,31
11430,三位一体,trinity,33
1995,破傷風,tetanus,93
1147,ダイ・ハード,diehard,96
12290,ようではない,unlike,19
12497,ランナー,runner,18
823,purly,purportedly,98
7824,ユートピア,utopia,59
323,一神教,monotheism,100
14190,どちらか,either,7
4437,染め,dyer,78
5667,カリル,cahill,73
2508,毎晩,fortnight,88
3201,漢,hine,87
8152,忍耐,patience,57
6512,サルモネラ,salmonella,68
2663,プラトニック,platonic,88
12041,新鮮な,fresh,27
10632,リッチャー,richter,38
2698,リモネン,limonene,89
11723,鯨,whale,26
1302,日焼け,sunburn,93
13590,不足,lacking,10
4529,bur bur,burroughs,80
7470,廃棄,disposal,45
9207,ホーキンス,hawkins,49
11596,re re,rex,31
2374,カップケーキ,cupcake,90
4106,ドロップソンデ,dropsonde,82
9918,サタン,satan,37
14518,収率,yield,37
11828,外側の,outer,29
271,スカイウェイ,skyway,99
11539,微妙,subtle,31
2533,ヒロイズム,heroism,90
4579,アリイ,alii,80
1579,怒った,enraged,88
1643,sh sh,sholom,94
11260,粘土,clay,34
13480,デトロイト,detroit,13
12877,アッパー,upper,19
10324,ボーイング,boeing,39
13165,タワー,tower,15
9465,ウルトラ,ultra,45
10830,製造業者,manufacturers,20
13545,声明,statement,10
7262,ステラ,stella,62
4714,ハヌカ,hanukkah,79
11600,規則,regulations,22
4225,流入,influx,81
8383,メリッサ,melissa,55
12312,世界的に,worldwide,25
2004,フォント,fonts,35
7594,おじいさん,grandfather,60
9311,ボニー,bonnie,46
12195,にふさわしい,worthy,26
10746,基板,substrates,34
13373,スコットランド,scotland,14
3823,ish out,outlandish,84
9445,誘拐,kidnapping,32
8155,溶接,welding,52
646,char char,chartreuse,99
1851,モーリー,motley,93
9237,タール,tar,48
7165,慣習,customary,63
11576,モナコ,monaco,31
6133,エステル,esther,70
4917,as,ascent,78
11497,ノルマンディー,normandy,32
3336,ガンナリー,gunnery,87
13595,assistance assistance,assistance,9
11152,バレーボール,volleyball,35
5896,ウォーターフロント,waterfront,71
2517,サウスランド,southland,90
2399,同期しています,synchronized,67
13141,壊す,break,12
7708,ヤシ,porcupine,60
2356,fr fr,frazer,91
296,退ける,lethe,100
448,救命ボート,lifeboat,96
5302,タロン,talon,71
11676,ジャカルタ,jakarta,30
1439,癒し,heal,56
6635,帯状疱疹,zonal,67
4686,聞き換え,hearst,79
816,歌姫,sunray,98
242,反応する,reactive,34
4401,チーズバーガー,cheeseburger,80
1727,pen pen,penned,39
13388,ニック,nick,14
2607,ランドル,randle,90
1953,コール,kohl,93
9499,うんこ,poop,44
10543,了解した,understood,39
8757,モーツァルト,mozart,52
10363,バイナリ,binary,40
6073,バーチ,birch,70
12086,サリー,surrey,27
1647,対称的な,symmetric,82
74,エキリップス,eclipsing,38
267,正接,tangent,96
3555,マスカット,muscat,86
12196,est（東部基準時,est,26
2634,足,paw,85
2312,ドキドキ,pounding,31
3082,舌足らずの発音,lisp,88
13018,土曜日,saturday,18
13034,オランダ,netherlands,18
9123,ドラゴンズ,dragoons,39
8877,下水,sewage,51
14206,尋ねた,asked,5
13724,トーマス,thomas,12
9835,問い合わせ,inquiry,41
4868,単体,unitary,78
1952,アッシリア,assyria,93
5962,復活する,reinstate,41
3229,ハイエナ,hyena,87
7008,leg leg,legit,64
14472,ジェームズ,james,9
1859,コンクラーベ,conclave,90
11702,不正確,inaccurate,30
11398,ルピナシ,lupin,33
13199,不便,inconvenience,16
12388,レイアウト,layout,24
683,飼料,fodder,98
8223,サフィックス,suffix,51
10917,配達,delivery,33
12918,目標,target,13
5538,cel cel,celestial,74
13317,インディアナ,indiana,15
4176,ラニエ,lanier,82
4780,再登録,reuben,78
12090,リーダーシップ,leadership,27
13792,の,of,5
2552,無敵,invincible,88
11322,ジュリアス,julius,34
10354,卒業生,alumni,40
11479,議会,legislature,28
3090,メンチ,mensch,88
7592,明らかに,evidently,10
1665,行きます,goa,94
5575,吸収,absorption,72
2705,could could,couldnt,89
7631,入り江,cove,60
6341,妻に,wives,69
11765,ラルフ,ralph,30
1419,認定,accreditation,63
9189,充実した,fuller,49
2359,おかしなこと,funniest,91
6153,資格情報,credentials,67
7305,ヌード,nudity,62
12929,トリプル,triple,18
8663,ワゴン,wagon,47
10964,払う,spend,27
14423,提示,presented,10
1331,ジブス,jibbs,96
6974,ニコチン,nicotine,62
2586,ゼロックス,xerox,90
6690,エッセンス,essence,66
2787,電報,telegram,84
4340,ヤンツェ,yangtze,81
8996,ささやく,whisper,31
14096,税,tax,23
8888,糖尿病,diabetes,48
5436,アンドロメダ,andromeda,74
9265,司法,judicial,47
5625,lim lim,limp,58
3667,制裁,sanction,14
12798,反対,opposition,17
3708,機体,fuselage,84
8104,pics pics,pics,35
12517,焚き付けされた,fired,9
10166,スポンサード,sponsored,29
932,サッチェル,satchel,97
14005,プラン,plan,11
5598,強制的に,forcibly,66
13496,キャプテン,captain,13
12307,単に,merely,8
2372,メールボックス,mailbox,88
13517,印刷された,printed,10
11147,ローザ,rosa,35
1587,sem sem,seminal,94
4276,アンダーワールド,underworld,81
7959,各個に,apiece,58
55,oka.,ova,100
9374,タークス,turks,39
7191,フッカー,hooker,62
60,ペイロード,payload,97
9231,性別,gender,48
13174,時折,sometimes,15
3734,静止,streetcar,78
7715,ダイナミクス,dynamics,24
4392,水族館,aquarium,80
7240,メイフラワー,mayflower,62
12253,ノア,noah,25
11127,サマセット,somerset,35
2217,非対称,asymmetric,86
13703,早く,speedily,12
9183,セロトニン,serotonin,49
10589,霜,frost,38
9658,ランカスター,lancaster,46
1151,bon bon,bonjour,96
7764,バイパス,bypass,49
1753,天頂,zenith,93
7872,無限に,infinitely,26
12662,ブラックリスト,blacklist,12
7198,反動,recoil,62
9158,赤道,equator,28
6897,アンサンブル,ensemble,61
10317,ジャワー,java,40
12649,パレスチナ,palestinian,19
7420,残忍な,brutal,46
2854,識別する,discern,75
9618,ホリーリー,holly,45
7578,アメリア,amelia,61
4320,ピエモンテ,piedmont,81
5119,セーヌ,seine,76
6696,サポートされていない,unsupported,64
8489,アロイ,arroyo,53
4016,マグマ,magma,83
10677,鹿,deer,38
12666,神話,mythology,21
132,ガーナの,ghanaian,99
2383,帯,obi,91
7379,セクター,sectors,31
12953,オーバーライド,override,18
10266,特許,patent,36
3271,スキーヤー,skier,76
6603,エーテル,ether,62
4266,prim prim,primus,81
6264,最適,optimum,69
4678,for for,forbid,61
4595,ブースト,boosted,45
10912,ヘブライ語,hebrew,36
5811,温度計,thermometer,72
3337,ヴェストファリア,westphalia,87
10178,ミック,mick,42
3031,フロン,flo,88
657,セコイア,sequoia,96
5802,サスカトゥーン,saskatoon,72
9115,誤解,misunderstanding,43
14057,変化,change,5
3890,瀬奈,sena,84
13456,不要な,unwanted,13
11284,市長,mayor,31
10351,でっち上げ,hoax,34
6484,インストール,install,21
6969,ペイズリー,paisley,64
10645,ピアスに,pierce,33
3478,仲間たち,companions,51
13777,スペイン,spain,11
9677,ロードズ,rhodes,46
492,便秘,constipation,96
7840,一酸化,monoxide,59
3228,恩知らずの,negligence,66
10187,職員,employee,26
9461,ノーベル,nobel,47
1070,スカイ,skye,96
6479,コーディング,coding,12
10013,ムーディーズ,moody,43
3035,ヤコビー,jacoby,88
6173,テッケン,tekken,70
5162,加入者,subscriber,52
3507,平壌,pyongyang,86
11109,水泳,swimming,31
13636,タグ付けされた,tagged,6
12027,蒸気,steam,27
12074,脚本,script,25
13606,リチャード,richard,12
9841,南西部,southwestern,44
10563,詰まり,clogging,37
2896,dist dist,distinctly,88
5511,正しく,rightly,74
14024,四半期,quarter,8
359,ローダ,loader,95
5637,免責する,evidenced,72
2514,イオタ,iota,90
7806,アルフォンソ,alfonso,59
4283,スコーピオン,scorpions,44
345,ベルトン,belton,100
14012,かもしれない,might,6
8645,シェルター,shelter,43
2227,パーサー,parser,90
3291,不快に,objectionable,86
11666,盗難,theft,30
5584,皿,dish,61
12133,木曜日,thursday,26
9503,イエメン,yemen,47
8433,unr,unranked,55
5990,エスプレッソ,espresso,71
1009,非難,impractical,96
11243,フィルター,filter,31
11749,正確さ,accuracy,30
9421,クロコダイル,crocodile,45
5289,黄道,aureus,75
12876,最高の,greatest,20
13531,丘,hill,12
8770,プラグ,plug,47
13050,取得,gets,7
6622,小児性,pedophilia,67
10391,ジャンピング,jumping,8
8644,地理的,geographical,33
911,ヘンチメン,henchmen,97
5654,ジプシー,gypsy,67
6919,猛烈な,raptor,45
10803,味,taste,34
14208,分野,field,8
3894,オセロ,othello,84
1316,マンボー,mambo,96
13142,暗い,dark,15
5936,解析された,uncopyrighted,71
4182,br br,brahms,78
984,ボロ,bolo,96
1925,don don,donne,93
12256,トンプソン,thompson,25
1171,トロット,trot,88
11290,ジャクソンビル,jacksonville,34
6749,me me,meuse,66
6760,周辺,peripheral,59
12235,刑務所,prison,16
600,夜景,nightshirt,99
6980,ハブ,hub,60
11299,有罪,guilty,34
6486,アドゾン,addison,68
11019,評価,assess,19
12703,お気に入り,favorite,20
2419,農園,plantations,67
11896,資源,resource,18
7440,費用がかかる,costly,62
4279,スポットライト,spotlight,79
13565,塗りつぶし,fill,11
13804,だった,was,5
11777,ライセンス,licensing,10
10223,おばあちゃん,giles,41
1199,シチュー,stew,88
5946,uff d,duffy,71
6213,合金,alloy,62
5987,透かし,watermark,63
1397,ベリアー,berrier,96
5100,多言に,articulated,63
7434,アクセント,accent,53
13673,ジャージー,jersey,12
4941,ランドリー,laundry,77
38,馬の馬,equine,98
11212,解剖学,anatomy,34
82,ピービーズ,peabody,100
7481,us us,usher,56
737,パパラッチ,paparazzi,98
2193,マキシマ,maxima,91
7194,pres代,presbyterian,60
8226,メッカ,mecca,56
14307,ドイツ人,german,10
10054,スパゲッティ,spaghetti,43
4454,蒸発,evaporation,63
13572,構造,structure,12
1256,お辞儀,bowed,35
9454,クーラー,cooler,47
11425,キャンベラ,canberra,33
12493,予定されている,planned,11
8897,任意,arbitrary,51
4890,ラブ,lub,78
13657,not not,notability,8
13285,第七に,seventh,15
13589,同意,agree,11
14319,画面,display,13
10620,ベイリー,bailey,38
5627,メトキシ,methoxy,73
4848,ボルドーの,bordeaux,78
239,ぴったりとしない,unopposed,100
14323,品質,quality,8
14381,証券,securities,12
7750,ha,haul,43
10480,特性,characteristics,34
7236,参考文献,bibliography,62
6229,ヒロイック,heroic,58
371,台形,trapezoid,97
7414,間接的な,indirect,62
63,トリック,trickery,100
4452,映画探し,cinematographers,63
8662,ビザンチン,byzantine,53
4434,スカム,scum,80
1456,無力,helpless,91
13833,よりも,than,6
11604,唯一の,solely,24
2379,続ける,goon,84
9294,モニタリング,monitoring,15
2579,ラッキー,lackey,88
958,狂信,coeliac,97
8994,ガチョウ,goose,50
12998,大丈夫,fine,17
2891,浸水した,inundated,76
12459,歩行者,walker,23
5141,ロシュ,roche,76
5499,ビューモント,beaumont,74
3602,築き上げる,buildup,84
11421,状況,circumstances,31
14245,追加,additional,6
6190,o,oy,69
9644,アイコン,icon,36
1116,sun sun,sundial,92
5709,妄想,fallacy,62
8146,遅くに,underway,57
7272,泣いて,crying,32
7811,ローブ,rove,58
2322,ピックス,pix,91
3691,スカウター,scouter,85
4629,エストラダ,estrada,79
8102,隣接,neighbouring,35
3176,エスカレートする,escalating,38
2894,凶悪な,atrocious,88
9452,主権者,sovereign,46
4811,詐称,misrepresentation,75
11093,大砲,cannon,33
12280,拒否した,refused,18
7404,手首,wrist,58
11491,入力,input,31
608,ペディキュア,pedicure,99
192,あこ,ako,100
6795,基本単位,modular,63
4317,クラブハウス,clubhouse,80
195,ディングル,dingle,100
13295,カトリック,catholic,15
5912,陸上,overland,70
8479,サラダ,salad,54
6720,気まずい,awkward,65
867,dis然,disingenuous,96
4020,ロスコー,roscoe,82
6697,あなた自身,yourselves,66
12848,症候群,syndrome,20
6294,主人公,protagonist,62
14311,学校,school,6
11598,パスカル,pascal,31
13648,必要な,necessarily,12
3318,with,withheld,87
11314,誰にでも,whoever,34
9771,ファイバ,fiber,44
12466,カイル,kyle,23
5905,カートマン,cartman,71
921,調達,procurement,78
5700,ガスパチョ,gazpacho,73
3118,リグリップ,rigs,52
4482,テイト,tait,80
9380,ソリピスト,solipsist,48
13056,グラハム,graham,18
14146,名前,name,6
8230,y y,yukon,56
12863,チャレンジ,challenge,12
2367,繁栄して,prosper,53
4092,タツゥー,tutu,82
9268,出会い,encounter,27
13818,ない,not,5
13875,彼ら,them,6
3178,装飾的な,decorative,37
1037,逃亡する,escapees,96
8081,半径,radius,57
4495,チームスター,teamsters,77
829,習熟,mastery,98
3657,再開,resumption,84
5233,元帳,ledger,76
5019,縮れた,curly,77
7465,ドック,dock,46
12997,ハミルトン,hamilton,18
12180,大規模,massive,24
13786,それ以外は,otherwise,11
2784,タイマー,timers,64
10292,アバター,avatar,40
1695,最も遅い,slowest,94
9602,六十の,sixty,41
6569,無視された,neglected,54
12474,条約,treaty,18
4515,ボルト,volt,73
10520,シネマ,cinema,38
8357,第1回,sixteenth,55
5559,実験主義,existentialism,69
393,タマリン,tamarin,100
6958,無形,intangible,64
11274,漁師,fisher,34
7825,怒りに,wrath,59
7230,アウトバック,outback,62
12272,法王,pope,25
3954,sat,satirical,52
9260,ラファイエット,lafayette,49
6012,脛骨,tibia,71
14139,比較されます,compared,11
12393,金融,financial,23
11162,コカイン,cocaine,35
13976,それなし,without,5
1519,フィドラー,fiddler,94
2653,マラチオン,malathion,90
4287,時刻表,timetable,75
2272,弓師,bowser,91
6767,目撃者,eyewitness,56
5240,ダイヤルアップ,dialup,76
8453,中毒,poisoning,36
1729,社会学,sociological,41
4774,柑橘類,citrus,78
9718,tong tong,tonga,45
12532,明らかにする,clarify,21
8979,ソクラテス,socrates,49
6455,黄色球菌,staphylococcus,68
9328,リンダ,linda,48
6006,ネアンデルタール,neanderthal,70
4516,不適合,misfits,78
6746,家具,furniture,66
4586,ウォークオーバー,walkover,78
4262,鼠径部,groin,81
4352,パルマ,palma,80
8744,cl,claus,52
14087,合計,total,7
8172,描いた,depicting,23
13066,怪我した,injured,17
12346,混乱,mess,19
10039,窒素,nitrogen,42
6088,丸の,marg,56
5977,ニッチ,nicht,69
1210,ペンタグラム,pentagram,96
6025,片側,unilateral,53
8950,スロット,slot,44
4864,ナバホ,navajo,77
14110,来た,came,10
14120,場所,place,6
2965,グレイハウンド,greyhound,68
9344,芝生,lawn,47
13848,の中へ,into,7
4699,hum,hummer,79
1474,ビルビー,bilby,95
10736,アニー,annie,38
8535,恩赦,amnesty,53
4024,劈く,cleave,74
1916,マニホールド,manifolds,64
976,家父母,patriarchs,81
4359,恋しい,fond,67
3048,釜,cauldron,88
11776,ロナルド,ronald,30
8614,武士,samurai,53
12564,シアター,theatre,22
10386,フリーマン,freeman,40
11854,継ぐ,ongoing,29
10717,バター,butter,38
11857,デバイス,device,23
3305,ラジャー,rajah,87
5382,わずかして,denote,28
13587,マーティン,martin,12
3267,未成年者,unproven,87
1492,アーバナ,urbana,95
9456,楽器,instrumental,26
12675,apart apart,apart,19
357,草案,draughts,95
10377,相棒,partner,31
2223,復讐した,vengeful,90
1115,ジョイリー,joie,96
2162,誤解された,misinterpreted,71
13688,100万,million,10
8499,メディナ,medina,54
11773,パー,par,29
101,ヒンドスタン,hindustan,100
13853,いつ,when,6
2631,ボトルノース,bottlenose,90
2570,焚き火,bonfire,87
11115,バルセロナ,barcelona,35
9128,バイトー,bytes,43
9088,ビニール,vinyl,50
11728,ミラノ,milan,30
10622,バートン,burton,38
11661,忘れて,forgot,30
11882,スタンフォード,stanford,29
1057,ヘスティア,hestia,96
8365,減衰,decay,50
13167,ゴーゴー,gogo,16
1431,ウォッチャー,watchers,87
8335,支配,domination,16
6589,over over,overtook,67
4152,前哨地,outpost,67
12289,城,palace,25
6037,コミュース,concourse,70
9828,ママ,mom,44
13419,前,prior,14
14495,フランス語,french,10
10936,ラトビア,latvia,37
8485,石垣,stonewall,53
3105,材料,ingredient,69
3826,ラナ,rana,84
7004,野球場,ballpark,54
12744,災害,disaster,17
13129,アラバマ,alabama,17
9578,宝くじ,lottery,46
3278,九感,kuan,87
7632,見通し,outlook,58
9273,森林伐採,deforestation,48
9910,バジャ,baja,44
2179,太平洋,shahi,91
7912,lean lean,leander,58
13421,故意に,deliberately,7
6843,パスポート,passport,59
11616,人種差別,racism,31
10559,有権者,voters,33
5217,トリスタン,tristan,76
11561,ドミニカ,dominican,31
111,subs子,subsistence,90
8378,恒久,temp,44
4470,アルビニズム,albinism,77
10433,ナトリウム,sodium,40
13389,賭け屋,waggers,14
12883,百,hundred,15
7233,資本主義者,capitalist,59
7926,精子,sperm,58
1538,オルフェウス,orpheus,95
9116,おっと,oops,50
10389,フラッグスタッフ,flagstaff,40
11355,エッジャー,edgar,33
12957,オタワ,ottawa,19
13089,ロボット,robot,16
13782,日本,japan,11
8243,許す,forgive,48
5171,没落した,downfall,74
6929,様々に,variously,65
1529,直腸,rectum,95
11988,投機,speculation,21
5986,モンド,monde,71
7698,癰,carbuncle,60
1174,カルネ,carne,93
2371,リーボク,reebok,91
10720,ジルバート,gilbert,38
13198,許容できる,acceptable,6
1191,吸入,inhalation,73
13707,ボストン,boston,12
1891,ハッカーズ,hackers,40
7630,眼底最新,extraterrestrial,59
12661,ブル,bull,16
11056,お茶,tea,36
9333,永続的に,enduring,29
12986,別,alternative,8
8886,ach ach,acharya,51
7054,説得した,persuaded,48
4217,全体主義者,totalitarian,67
9011,ケーンズ,kane,50
10189,立法,legislation,23
3559,楽観的,optimistic,80
3414,心血管,cardiovascular,86
11131,部長,dept,35
14009,パフォーマンス,performance,10
14447,始める,begin,11
4867,婚約者,defenseman,78
8178,輸出,export,38
2361,霊廟,mausoleum,90
6094,ログナロク,ragnarok,70
8486,包まれた,wrapped,38
3197,健康管理,healthcare,87
129,カペラ,capella,100
2719,カリーの,cursory,89
7749,ナオミ,naomi,60
12573,より簡単に,easier,23
6022,抜粋,excerpt,56
10030,バルバドス,barbados,43
6508,row row,rowan,68
7408,抗妊娠,antisemitism,56
3449,ドミニック,dominick,86
6297,タブロイド,tabloid,63
7953,コンドーム,condom,55
13214,アイルランド語の,irish,16
14049,最近の,recent,5
4233,誤る,err,81
13109,自然,nature,12
12610,デルティー,del,22
7216,毛皮のように,furry,62
4053,絵柄,pictorial,80
5607,レクエム,requiem,73
413,ポリエスズム,polytheism,100
11053,昼,noon,36
4099,コリンス,corinth,82
4100,ホワイトホール,whitehall,82
5712,汚染された,fouled,34
6399,ディーラー,dealer,55
13425,簡単に,easily,14
14217,また,again,5
227,美容,cosmetology,100
1997,ナザレン,nazarene,93
10442,テリア,terrier,39
605,流れ落ちる,rundown,99
12887,ルイジアナ,louisiana,19
7355,脳の,cerebral,62
7916,渦,eddy,58
14159,働く,working,5
14184,離れて,away,11
3673,バーグマン,bergman,85
13982,発達,development,10
11920,マンハッタン,manhattan,28
12445,王朝,dynasty,23
4316,不器用,clumsy,79
3028,ザパテロ,zapatero,88
4288,マスターミント,mastermind,70
10299,構文,syntax,41
6956,サンドマン,sandman,64
4895,ヘレフォード,hereford,78
9059,選ぶ,choosing,7
10982,承知された,acknowledged,27
5631,読みやすさ,readability,52
4386,照らされた,illuminated,59
10049,現象,phenomenon,42
3929,パラサージ,parasangs,81
422,ストリンガー,stringer,97
969,レシート,receipt,73
11462,ドーム,dome,31
588,大群,horde,86
6521,オーストラリアの,australasian,68
3923,オルソ,ortho,84
14274,行った,went,10
11365,雨林,rainforest,33
8093,スカート,skirts,45
7784,ヴェルドゥン,verdun,59
3800,バンセン,bunsen,84
10284,より大きい,bigger,41
7333,トリッキー,tricky,62
5325,魚雷,torpedo,69
3185,腰抜け,coward,78
7706,アルプス,alps,55
2118,絶望,despair,88
1432,ナビ,nav,95
10153,松の,pine,39
9635,牢屋,jail,41
2147,ベルダム,beldam,92
4569,am am,amidst,80
10226,エクスクルーシブ,exclusive,22
5094,アデン,aden,76
462,対比した,contrasted,32
12150,忠実な,faithless,26
62,dig,digger,89
13543,g,gave,13
7817,略奪,looting,48
2351,エルム,elm,84
13994,日々,days,6
2120,千歳,chitty,92
5930,サージ,serge,70
13415,マシュー,matthew,14
13154,学生,students,12
12776,カバレッジ,coverage,20
14214,ニーズ,needs,6
6805,広義,broadly,65
8305,na na,nautica,56
6670,ブリッジヘッド,bridgehead,64
14507,中心,center,9
3757,壮健,robust,81
1523,低地,lowland,75
967,ヒスパニック州,hispanics,57
4159,イグアナ,iguana,81
7399,疲れ果てた,exhausted,40
6453,俳句,haiku,68
6588,クルシェフ,khrushchev,67
5517,不滅に,immortal,57
10290,シビック,civic,40
11313,ad ad,adolf,34
4702,無責任なことに,irresponsible,76
8314,ヘザー,heather,55
12281,ゆっくり,slowly,25
495,くすぐる,tickle,85
12521,モーション,motion,22
11208,ハリウッド,hollywood,35
4166,ジュースリング,jousting,81
14357,簡単,easy,11
11287,テープ,tape,27
9393,悪名高い,infamous,46
7239,儒教,confucianism,62
13402,v,vs,14
14250,失った,lost,10
9363,建築家,architect,41
12316,猟師,hunter,23
4623,フロルト,flauto,79
1857,衣服,apparel,93
1309,スループット,throughput,96
10375,エアフィールド,airfield,32
2495,デビー,debby,62
5470,アンコール,encore,72
6383,パージ,purge,59
8861,ティファニー,tiffany,51
9218,ガソリン,gasoline,49
12595,個体,solid,22
2323,共生,symbiosis,91
13579,韓国,korea,12
12617,援助,aid,16
9174,おめでとう,congratulations,42
1340,カウンター攻撃,counterattacks,56
