ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
1,fanatics,26,fanat,狂信者,Fanáticos,광신자,фанатика,fanatics.,fanatycy,fanatique,fanáticos,Fanatik,狂热学,fanatik,المتعصبين,कट्टरपंथियों
1,facet,26,facet,ファセット,faceta,한 면,аспект,FACET,aspekt,facette,faceta,Facette,面条,faset,جين,पहलू
1,infernal,26,infern,不名誉な,infernal,지독한,инвентарь,infernalal,piekielny,infernal,infernal,Infernal,地狱,infernal,جهنم,राक्षसी
1,slab,26,slab,スラブ,laje,투수판,плита,Slab,płyta,dalle,losa,Platte,板条,döşeme,لوح,पत्थर की पटिया
1,heartbreaker,26,heartbreak,ハートブレーカー,Destruidor de corações,하트 브레이커스,Сердце,Heartbreaker.,heartbreaker.,heartbreaker,rompecabezas,Herzensbrecher,伤心,kalp kırıcı,منفطر القلب,दिल तोड़ने वाली
1,lipstick,26,lipstick,口紅,batom,립스틱,помада,læbestift,pomadka,rouge à lèvres,lápiz labial,Lippenstift,口红,ruj,أحمر الشفاه,लिपस्टिक
1,amen,26,amen,アーメン,um homem,아멘,аминь,Amen.,Amen,Amen,amén,Amen,阿门,amin,آمين,तथास्तु
1,rehearsal,26,rehears,リハーサル,ensaio,암송,репетиция,indstudering,próba,répétition,ensayo,Probe,排演,tekrarlamak,بروفة,रिहर्सल
1,ants,26,ant,蟻巻,formigas.,개미,муравьи,myrer.,mrówki,fourmis,hormigas,Ameisen,蚂蚁,karıncalar,النمل,चींटियों
1,leucine,26,leucin,ローシン,leucina.,류신,лейцин,leucine.,leucine.,leucine,leucina,Leucin,亮氨酸,lösin,leucine.,ल्यूसीन
1,inhibit,26,inhibit,阻害する,inibir,억제,ингибировать,inhibere,hamować,inhiber,inhibir,hemmen,抑制,inhibe etmek,تعيق,रोकना
1,diffraction,26,diffract,回折,difração,회절,дифракция,diffraction.,dyfrakcja,diffraction,difracción,Beugung,衍射,kırınım,الانحراف,विवर्तन
1,melancholy,26,melancholi,憂鬱,melancólico,우울,меланхолия,melankoli,melancholia,mélancolie,melancolía,Melancholie,忧郁,melankoli,كآبة,उदासी
1,greaves,26,greav,グリーフ,torresmos,기름 찌끼,наши,Greaves.,skwarki,jambières,rodilleras,Greetten,油渣,gaf,greaves.,ग्रीव्स
1,oblivious,26,oblivi,obl,desatento,잊기 쉬운,не обращающий,uvidende,nieświadomy,inconscient,inadvertido,nicht bewusst,忘记了,habersiz,غافل,बेख़बर
1,tenets,26,tenet,テネッツ,princípios,테이너스,принципы,grundsætninger,zasada,principes,principilidades,Niete,原则,esrarengiz,مبدأ,सिद्धांतों
1,mulatto,26,mulatto,ムラート,mulato,Mulatto.,мулату,mulatto.,oliwkowy,mulâtre,mulato,Mulatte,混血儿,mulatto,mulatto.,काँसे के रंग का
1,staffers,26,staffer,スタッファー,funcionários.,직원들,сотрудники,personale,personelnicy.,employés,empleados,Mitarbeiter,员工,personel,موظفين,कर्मचारियों
1,jeannette,26,jeannett,jeannette.,Jeannette,jeannette.,джиннетт,Jeannette.,Jeannette.,Jeannette,jeannette,Jeannette,Jeannette.,jeannette,جينيت,जीननेट
1,undemocratic,26,undemocrat,undocr,undemocrático,비민주적인,недействительный,udemokratisk,niedemokratyczny,antidémocratique,no democrático,undemokratisch,und,demokratik olmayan,غير ديمقراطي,अजनतंत्रवादी
1,raping,26,rape,rap rap,estupramento,강간,изнасилование,rapy.,gwałt,violation,violador,vergewaltigt,强奸,tecâvüz,اغتصاب,बलात्कार
1,equine,26,equin,馬の馬,Equine,말,уравновешиваться,heste,koński,équin,equino,Pferde-,equ,at,فرسي,घोड़े का
1,debug,26,debug,デバッグ,depurar,디버그,отлаживать,fejlfinde,odpluskwić,déboguer,depurar,debuggen,调试,hata yapmak,تصحيح,डिबग
1,hassles,26,hassl,h h,aborrecimentos,번거 로움,неприятный,Hassles.,kłopoty.,tracas,molestias,Schwung,麻烦,güçlük,المتاعب,बाधाओं
1,verbiage,26,verbiag,verb verb,palavreado,말씨,изготавливание,Verbiage.,wielomówność,verbiage,verbosidad,Biss,啰嗦,şişirme,Verbiage.,शब्दाडंबर
1,stature,26,statur,身長,estatura,지위,рост,Stature.,wzrost,stature,estatura,Statur,身材,açıklık,قامة,डील-डौल
1,dialling,26,diall,ダイヤリング,discagem,국번,набор,Opkaldelse,wybieranie,composition,discado,Wähl-,拨号,arama,طلب,डायलन
1,flashbacks,26,flashback,フラッシュバック,flashbacks.,플래시백,воспоминания,Flashbacks.,flashbacki,flashbacks,recuerdos,Flashbacks,闪回,Flashbacks,flashbacks.,फ्लैशबैक
1,scripture,26,scriptur,聖書,Escritura,경전,писание,Skriften,pismo,écriture,Sagrada Escritura,Schrift,圣经,kutsal şey,الكتاب المقدس,इंजील
1,redoubt,26,redoubt,red red,reduto,방형 보루,редут,redoubt.,reduta,redoute,reducto,Redoute,擦拭,redoubt,معقل,बढ़ाना
1,spitz,26,spitz,スピッツ,Spitz.,스피츠,шпиц,Spitz.,szpic,loulou,perro de Pomerania,Spitz,斯皮茨,spitz,Spitz.,एक प्रकार का कुत्ता
1,matti,26,matti,マットの,matti.,매트,матти,matti.,Matti.,matti,matti,Matti,哑光,Matti,ماتي,मेटी
1,foreword,26,foreword,序文,prefácio,머리말,преступность,forord,Przedmowa,avant-propos,prefacio,Vorwort,前言,önsöz,مقدمة,प्रस्तावना
1,accolades,26,accolad,賛成,acoladas.,찬사,вспомогательные,Accholader.,accolades,écolades,consolados,Auszeichnungen,赞同,akraba,accolades.,वाहवाही
1,wrench,26,wrench,レンチ,Chave,렌치,гаечный ключ,skruenøgle,klucz,clé,llave inglesa,Schlüssel,扳手,anahtarı,مفتاح الربط,पाना
1,heartbeat,26,heartbeat,心拍,batimento cardiaco,하트 비트,стук сердца,hjerteslag,bicie serca,battement de coeur,latido del corazón,Herzschlag,心跳,kalp atışı,نبض القلب,दिल की धड़कन
1,hath,26,hath,h,Tem,하부,охватывает,hath.,hath.,hath,tener,in der Höhe,h,hilekâr,هجر,हाथ
1,argo,26,argo,ar,argo,argo.,argo.,Argo.,Argo.,argo,Argo,Argo.,阿尔戈,argo,argo.,आर्गो
1,ova,26,ova,oka.,óvulos,ova.,ова,ova.,OVA.,ovule,óvulo,Eizellen,ova.,ova,أوفا,अंडाणु
1,incubus,26,incubu,inc,Incubus.,악마,инкуб,incubus.,zmora,incube,íncubo,Inkubus,梦魇,kuluçka,حادة,ईन्कुबुस
1,starving,26,starv,飢えて,morrendo de fome,굶주리는 것,изголодавшийся,sultende,głodujący,affamé,muriendo de hambre,verhungern,饥饿,açlıktan ölme,متضور جوعا,निराहार
1,lemonade,26,lemonad,レモネード,limonada,레몬 에이드,лимонад,limonade,Lemoniada,limonade,limonada,Limonade,柠檬汽水,limonata,عصير الليمون,नींबु पानी
1,brilliance,26,brillianc,輝く,brilho,광휘,блеск,brilliance.,blask,éclat,brillantez,Brillanz,辉煌,parlaklık,تألق,प्रतिभा
1,payload,26,payload,ペイロード,Payload.,유효 탑재량,полезная нагрузка,nyttelast,Płatność,charge utile,carga útil,Nutzlast,有效载荷,yükleme yükü,الحمولة,पेलोड
1,antisubmarine,26,antisubmarin,アンチサブマリン,anti-submarino,antistubmarine.,антисубмарин,antisubmarine.,antisubmarine.,antisubmarine,antisubmarino,Antisubmarine,抗沙林,antisubmarin,مضاد للأفراد,antisubmarine
1,digger,26,digger,dig,escavador,파는 사람,копатель,digger.,koparka,excavateur,cavador,Bagger,挖掘机,kazıcı,حفار,खान में काम करनेवाला
1,trickery,26,trickeri,トリック,truque,속임수,хитрость,trickery.,naciągnięcie,tromperie,astucia,Trickerei,诡计,hilekârlık,مخادعة,प्रवंचना
1,saddened,26,sadden,悲しい,entristecido,슬프다,опечален,Saddened.,zasmucony,triste,entristecido,betrübt,悲伤,üzüldü,حزنا,दुखी
1,setbacks,26,setback,セックスバック,contratempos,좌절,неудача,tilbageslag,komplikacje,échecs,contratiempos,Rückschläge,挫折,gerileme,النكسات,असफलताओं
1,pinpoint,26,pinpoint,ピンポイント,identificar,핀 끝,точка зрения,PINPOINT.,sprecyzować,point de vue,determinar con precisión,Pinpoint,查明,tespit etmek,يحدد بدقة,सटीक
1,lazier,26,lazier,ラジエリア,preguiçoso,고유 한,лазиер,lazier.,Lazier.,lazier,más perezoso,Lazier,Lazier.,lazier,ليزير,आलसी
1,boldly,26,boldli,bold bold,corajosamente,대담하게,смело,dristly,odważnie,audacieusement,valientemente,mutig,大胆,cesurca,بكل جرأة,निर्भीकता
1,clerics,26,cleric,専門家,clérigos,성직자,клерики,Clerics.,kleisty,clercs,clérigos,Kleriker,秘书,din adamları,رجال الدين,मौलवियों
1,rife,26,rife,r,Rebo,rife.,предсказание,rife.,rozpowszechniony,rife,abundante,weit verbreitet,r,rüşvet,مهر,व्याप्त
1,referential,26,referenti,為替,referencial,참조,референт,Reference.,referencyjny.,référentiel,referencial,referentiell,参考资料,referans,المرجعية,निर्देशात्मक
1,boasting,26,boast,誇り高い,gabando-se,자랑하다,хвастовство,prale af,chudy,se vanter,jactancia,Prahlerei,吹嘘,övünme,تتباهى,शेखी
1,centauri,26,centauri,Centauri,centauri.,센타 우리,Centauri,Centauri.,Centauri.,Centauri,centauri,Centauri.,Centauri,centauri,Centauri.,सेंतौरी
1,eclipsing,26,eclips,エキリップス,eclipsing.,Eclipsing,затмение,formørkelse.,ECLIPSING.,éclipsing,eclipsing,Eklipsen,黯然失色,tutucu,Eclipsing.,ग्रहण लगा
1,kam,26,kam,カムリー,kam.,캄,кам.,Kam.,Kam.,kam,kam,kam.,锦,KAM,كام,काम
1,bambino,26,bambino,バンビーノ,Bambino,Bambino.,бамбино,bambino.,bambino.,bambino,bambino,Bambino.,Bambino.,bambino,بامبينو,बैम्बिनो
1,macclesfield,26,macclesfield,マッコレンド,macclesfield,Macclesfield.,Macclesfield.,Macclesfield.,Macclesfield.,Macclesfield,Macclessfield,Macclesfield.,麦克斯菲尔德,macclesfield,macclesfield.,मैक्लेसफ़ील्ड
1,beggars,26,beggar,乞食,mendigos,거지,нищий,tiggere,żebraków,mendiants,mendigos,Begünstige,乞丐,dilenciler,المتسولين,भिखारी
1,nighthawk,26,nighthawk,ナイトホーク,nighthawk.,바람개비,ночной,nighthawk.,Nighthawk.,engoulevent,chotacabras,Nighthawk,nighthawk.,nighthawk,Nighthawk.,नाइटहॉक
1,westland,26,westland,ウエストランド,Westland,웨스트 랜드,Westland.,Westland.,Westland.,Westland,Westland,Westland,韦斯特兰,Westland,Westland.,वेस्टलैंड
1,quarry,26,quarri,じゃあ,pedreira,채석장,карьер,stenbrud,kamieniołom,carrière,cantera,Steinbruch,采石场,taş ocağı,مقلع,शिकार
1,peabody,26,peabodi,ピービーズ,peabody,그 peabody.,пибоди,Peabody.,Peabody.,paabon,guisante,Peabody.,皮博迪,Peabody,بيبودي,पीबॉडी
1,sully,26,sulli,スリー,manchar,설리의,салли,sully.,kalać,souiller,manchar,besudeln,玷污,sultan,سلي,मैला करना
1,pertussis,26,pertussi,百日咳,pertussis.,당뇨병,коклюш,pertussis.,pertussis.,coqueluche,pertussis,Pertussis.,百日咳,pertussis,pertussis.,काली खांसी
1,dreamtime,26,dreamtim,ドリームタイム,hora de sonhar,꿈꾸는 일,время мечтать,drømme tid,czas snu,moment de rêve,hora de soñar,Traumzeit,梦想时间,hayal zamanı,وقت الحلم,सपनों का समय
1,plough,26,plough,pl,arado,쟁기,пахать,pløje,pług,charrue,arado,Pflug,犁,pulluk,محراث,हल
1,bleaching,26,bleach,漂白,branqueamento,표백,отбеливание,blegning.,wybielanie,blanchir,blanqueo,Bleichen,漂,ağartma,تبييض,सफेद करना
1,kiln,26,kiln,窯,forno,가마,кильн,ovn.,suszarnia,four,horno,Ofen,窑,fırın,فرن,भट्ठा
1,wallaby,26,wallabi,ワラビー,Wallaby.,왈라비,Wallaby,Wallaby.,wallaby,wallaby,wallaby,Wallaby,袋鼠,kabarcık,Wallaby.,आस्ट्रेलियन
1,emphysema,26,emphysema,肺気腫,enfisema,기종,эмфизема,emfysem.,rozedma,emphysème,enfisema,Emphysem,气肿,amfizem,الانتفاخ,व्यंग्य
1,rhodesian,26,rhodesian,ローデシアン,Rhodesian,Rhodesian.,родозиан,rhodesian.,Rhodesian.,rhodésien,rhodesiano,Rhodesian,罗得岛,Rhodesian,روديسيا,रोडेशियन
1,disintegration,26,disintegr,崩壊,desintegração,분해,дезинтеграция,desintegration.,rozpad,désintégration,desintegración,Zerfall,解体,parçalanma,التفكك,विघटन
1,microprocessors,26,microprocessor,マイクロプロセッサー,microprocessadores,마이크로 프로세서,микропроцессоры,mikroprocessorer.,mikroprocesory,microprocesseurs,microprocesadores,Mikroprozessoren.,微处理器,mikroişlemciler,المعالجات الدقيقة,माइक्रोप्रोसेसरों
1,diomedes,26,diomed,デオメジス,diomedes.,디오메이즈,Диомид,Diomedes.,Diomedes.,diomède,diomedes,Diomedes.,划点,diomedes,diomedes.,डाइमेड
1,yee,26,yee,ええ,yee.,예,yee.,yee.,yee.,ye,yee,yee.,y,yee,yee.,यी
1,polynesian,26,polynesian,ポリネシアン,polinésio,폴리네시아 인,полинезийский,Polynesisk.,polinezyjski,polynésien,polinesio,Polynesisch,波利尼西亚,Polinezya,بولينيزيا,Polynesian
1,esteemed,26,esteem,尊厳,estimado,존경했다,уважаемый,værdsat,cenione,estimé,estimado,geschätzt,尊敬,saygın,محترم,सम्मानित
1,zachariah,26,zachariah,Zachariah.,zacharia,사가랴,Zachariah,Zachariah.,Zachariah.,Zacharie,Zachariah,Zachariah.,Zachariah.,zachariah,Zachariah.,जकारिया
1,logie,26,logi,ロジー,Logie,기록,логика,Logie.,logi.,logie,logie,Logie,LOGIE.,logie,Logie.,लोज
1,humpback,26,humpback,hum hum,jubarte,곱사등,горбана,Humpback.,garbus,à bosse,jorobado,Buckel,驼背,kambur,حديقة,कुबड़ा
1,hindustan,26,hindustan,ヒンドスタン,Hindustão,힌두 스탄,индивидуальный,Hindustan.,Hindustan.,hindoutan,Indostán,Hindustan,印度斯坦,Hindustan,هندوستان,हिंदुस्तान
1,printmaking,26,printmak,刷り立て,impressão de impressão,인쇄물,печатать,printmaking.,Printmaking.,imprimé,grabadora,Printmaking,打印制作,baskı yapımı,PrintMaking.,प्रिंट तैयार
1,coronary,26,coronari,冠状,Coronariano,관상관,коронарный,Coronary.,wieńcowy,coronaire,coronario,Koronare,冠状动脉,koroner,التاجي,कोरोनरी
1,unassessed,26,unassess,un,não reconhecido,unssessessed.,бездельничать,unassessed.,nieskazitelny,non trouvé,sin cesar,unstet,un,sökülmüş,غير مدلل,अनियोजित
1,amrita,26,amrita,アムリタ,amrita,암리타,Амрита,Amrita.,Amrita.,amrita,amrita,Amrita,amrita.,amrita,Amrita.,अमृता
1,barium,26,barium,バリウム,bário,바륨,барий,barium.,bar,baryum,bario,Barium,钡,baryum,الباريوم,बेरियम
1,figaro,26,figaro,図形,Figaro.,무역의,фигаро,Figaro.,Figaro.,Figaro,Figaro,Figur,偶极,figaro,فيجارو,फिगारो
1,fireman,26,fireman,消防士,bombeiro,소방수,пожарный,brandmand,strażak,pompier,bombero,Feuerwehrmann,消防队员,itfaiyeci,رجل الاطفاء,अग्निशामक
1,repay,26,repay,返済する,reembolsar,갚다,погашать,tilbagebetale,odwdzięczyć się,rembourser,pagar,zurückzahlen,偿还,ödemek,سداد,चुकाने
1,dravidian,26,dravidian,Dravidian,dravidiano,Dravidian.,Дравидиан,Dravidian.,dravidian.,dravide,dravidiano,Dravidian,Dravidian,dravidian,Dravidian.,द्रविड़
1,subsistence,26,subsist,subs子,subsistência,생활,проживание,subsistence.,istnienie,subsistance,subsistencia,Subsistenz,自住,geçim,الإقامة,जीवन निर्वाह
1,tron,26,tron,トロン,tron.,송금,трон,TRON.,tron,tron,tron,Tron,tr,tron,ترون,ट्रोन
1,encyclopediac,26,encyclopediac,百科事典,Enciclopédia,백과 사전,энциклопедический,Encyclopediac.,encyklopediacz.,encyclopédiaque,enciclopédico,Enzyklopädie,百科全书,ansiklopedi,موسوعة,एनसाइक्लोपीडियाक
1,kashmiri,26,kashmiri,カシミリ,cashmiri.,카시미르 말,кашмири,kashmiri.,kashmiri.,kashmiri,Kashmiri,Kaschmiri.,克什米尔,Keşmiri,الكشميري,कश्मीरी
1,alg,26,alg,alg,Alg.,알약,alg.,alg.,Alg,alg,alga,Alg,all.,alg,منظم,ऐल
1,kapa,26,kapa,カパ,kapa.,kapa.,капа,KAPA.,Kapa.,kapa,kapa,kapa.,卡帕,KAPA,كابا,कपा
1,fluke,26,fluke,フルーク,Fluke.,흡충,флюк,Fluke.,fuks,patte,casualidad,Fluke,吸虫,şans,حظ Lucky Strike,संयोग से पड़नेवाली चोट
1,entrepreneurship,26,entrepreneurship,起業家精神,Empreendedorismo.,기업가 정신,предпринимательство,Entreprenørskab.,przedsiębiorczość,entrepreneuriat,emprendimiento,Unternehmerschaft,企业家精神,girişimcilik,ريادة الأعمال,उद्यमिता
1,camara,26,camara,カマラ,camara,카마라,камара,Camara.,Camara.,camara,camara,Camara,卡马拉,camara,كامارا,कमारा
1,sulphur,26,sulphur,硫黄,enxofre,황,сера,svovl.,siarka,soufre,azufre,Schwefel,硫,kükürt,كبريت,गंधक
1,starch,26,starch,スターチ,amido,녹말,крахмал,stivelse,skrobia,amidon,almidón,Stärke,淀粉,nişasta,نشاء,स्टार्च
1,salaam,26,salaam,サラーム,Salaam.,살람,салаам,Salaam.,Salaam,salaam,zalema,Salaam,萨拉姆,selam,سلام.,सलाम
1,yakima,26,yakima,ヤキマ,Yakima.,야키 마,якима,Yakima.,Yakima.,yakima,yakima,Yakima,亚基玛,yakima,ياكيما,Yakima
1,fogle,26,fogl,f f,Fogle.,황산,приступ,fogle.,Fogle.,fade,fogle,fogle,Fogle.,sis,fogle.,फ़ोगल
1,kali,26,kali,カリ,kali.,칼리의,кали,Kali.,Kali.,kali,kali,Kali.,卡利,kali,كالي,काली
1,janus,26,janu,ヤヌス,janus.,야누스,янус,Janus.,Janus.,janus,janus,Janus,janus.,Janus,مزدوج الوجه,दोहरे चरित्र वाला
1,assortment,26,assort,盛り合わせ,sortimento,구분,ассортимент,udvalg,asortyment,assortiment,surtido,Sortiment,品种,çeşitlilik,تشكيلة,वर्गीकरण
1,chatter,26,chatter,ch ch,conversa,끽끽 우는 소리,болтовня,chatter.,gadać,bavarder,charla,geklettert.,喋喋不休,sohbet etmek,الثرثرة,बकवास
1,capella,26,capella,カペラ,capela,카를렐로,капелла,Capella.,capella.,capella,capella,Capella,Capella.,capel,كابيلا,कैपेला
1,electrostatic,26,electrostat,静電的に,eletrostático,정전기,электростатический,elektrostatisk,elektrostatyczny,électrostatique,electrostático,elektrostatisch,静电,elektrostatik,كهرباء,इलेक्ट्रोस्टैटिक
1,uniformly,26,uniformli,均等に,uniformemente,균일하게,равномерно,ensartet,jednolicie,uniformément,uniformemente,gleichmäßig,统一,düzgün biçimde,بشكل موحد,समान रूप से
1,ghanaian,26,ghanaian,ガーナの,Gana,가나안,гана,Ghanaian.,Ghanaian.,ghanéen,ghanés,ghanaisch,加纳,Gana'lı,غانا,घाना
1,zanzibar,26,zanzibar,ザンジバール,zanzibar.,잔지바르,Занзибар,ZANZIBAR.,Zanzibar.,zanzibar,zanzíbar,Sansibar,桑给巴尔,zanzibar,زنجبار,ज़ांज़ीबार
1,lombard,26,lombard,ロンバード,Lombard,롬바르드 사람,ломбард,lombard.,Lombard.,lombard,lombardo,Lombard,伦巴第,lombard,لومبارد,लोम्बारड
1,custard,26,custard,カスタード,Quindim,커스터드,заварной крем,custard.,krem,Crème,lactoso,Vanillepudding.,卡仕达酱,muhallebi,كاسترد,कस्टर्ड
1,epa,26,epa,ep,EPA.,epa.,EPA,EPA.,EPA.,EPA,EPA,EPA,欧洲环保局,epa,epa.,ईपीए
1,porous,26,porou,多孔質,poroso,다공성,пористый,porøs.,porowaty,poreux,poroso,porös,多孔,gözenekli,مسامية,झरझरा
1,furtive,26,furtiv,furt furt,furtivo,몰래 하는,скрытый,furtive.,ukradkowy,furtif,furtivo,verstohlen,鬼鬼祟祟,zarı,ماكر,चुराया हुआ
1,assamese,26,assames,居住者,Assamese,assamese.,ассамский,Assamisk.,Assame,assamen,assamese,Assamese,assamese.,assam,assamese.,असमिया
1,playback,26,playback,再生,reprodução,재생,воспроизведение,afspilning,odtwarzanie nagranego dźwięku,relecture,reproducción,Wiedergabe,回放,Geri çalma,تشغيل,प्लेबैक
1,reis,26,rei,re re,reis.,리리스,рейз,reis.,Reis.,reis,reis,REIS.,雷斯,reis,ريد,रीस
1,landowners,26,landown,地主,proprietários de terras,토지 소유자,землевладельцы,landejere.,właściciele ziemscy,propriétaires fonciers,terratenientes,Landbesitzer,土地所有者,toprak sahipleri,ملاك الأراضي,जमीन मालिकों
1,ferocious,26,feroci,猛烈に,feroz,사나운,свирепый,ferocious.,srogi,féroce,feroz,gründlich,凶猛,vahşi,شرسة,क्रूर
1,aik,26,aik,アビの,Aik.,Aik.,Айк,Aik.,aik.,aïque,aik,Aik,艾克,Aik,وايك,एआइके
1,parabola,26,parabola,放物線,parábola,포물선,парабола,parabola.,parabola,parabole,parábola,Parabel,抛物线,parabol,الباربولا,परवलय
1,ouija,26,ouija,オワイジ,OUIJA.,ouija.,ouja.,ouija.,Ouija,oui-ja,tabla de espiritismo,ouija.,ouija.,Ouija,ويجا,ouija
1,impoverished,26,impoverish,貧しい,empobrecido,빈곤함,обнищавшийся,fattige,zubożały,appauvri,empobrecido,verarmt,贫困,yoksul,الفقراء,गरीब
1,revamp,26,revamp,復活させる,Revamp,개편,реконструировать,forny,rewir,réorganiser,modernizar,umgewandt,修改,yenilemek,revamp.,सुधार
1,urgency,26,urgenc,緊急,urgência,긴급,острая необходимость,uopsættelighed,pilna sprawa,urgence,urgencia,Dringlichkeit,紧急,aciliyet,الاستعجال,तात्कालिकता
1,thew,26,thew,the,o W,...의,поведение,thew.,theW.,le,la W,thew.,the,thew,itw.,द
1,warmth,26,warmth,暖まる,cordialidade,따뜻함,тепла,varme,ciepło,chaleur,calor,Wärme,温暖,sıcaklık,الدفء,गरमाहट
1,tunic,26,tunic,チュニック,túnica,튜닉,туника,Tunika.,tunika,tunique,sayo,Tunika,衣帽,tunik,تونك,अंगरखा
1,anesthesia,26,anesthesia,麻酔,anestesia,마취,анестезия,anæstesi,znieczulenie,anesthésie,anestesia,Anästhesie,麻醉,anestezi,تخدير,बेहोशी
1,nexus,26,nexu,ネクサス,nexo,연결점,несущий,nexus.,ogniwo,lien,nexo,Nexus,关系,bağ kurma,نيكزس,बंधन
1,wheelbarrow,26,wheelbarrow,手押し車,carrinho de mão,일륜차,тачка,trillebør,taczka,brouette,carretilla,Schubkarre,独轮车,el arabası,عربة يدوية,ठेला
1,kernel,26,kernel,カーネル,núcleo,핵심,ядро,kerne,jądro,noyau,núcleo,Kernel.,核心,çekirdek,نواة,गुठली
1,stapler,26,stapler,ステープラー,agrafador,호치키스,степлер,hæftemaskine,zszywacz,agrafeuse,engrapadora,Hefter,订书机,zımba,كابسة ورق,ऊन बेचनेवाला
1,limbo,26,limbo,リンボ,limbo,림보,лимбо,limbo.,otchłań,limbo,limbo,Limbo,Limbo.,limbo,ليمبو,लीम्बो
1,cenozoic,26,cenozo,Cenozoic,Cenozóico,Cenozoic.,кенозой,cenozoic.,kenozoiczny,cénozoïque,cenozoico,cenozoic.,新生代,cenozoik,cenozoic.,सेनोज़ोइक
1,filthy,26,filthi,不潔,imundo,불결한,грязный,beskidte.,brudny,sale,asqueroso,schmutzig,污秽,pis,قذرة,गंदा
1,bacillus,26,bacillu,バチルス,bacilo,새균,Bacillus.,Bacillus.,bakcyl,bacille,bacilo,Bazillus,芽孢杆菌,bacillus,العصابات,रोग-कीट
1,kana,26,kana,仮名,kana,카나,кана,Kana.,kana.,kana,kana,Kana.,假名,Kana,كانا,काना
1,freq,26,freq,fre fre,frequencia,주파수,парус,freq.,Freq.,freq,freq,freq.,弗里克,frekans,Freq.,फ्रीक
1,cirque,26,cirqu,cir cir,cirque.,권곡,цирк,Cirque.,kotlina,cirque,circo,Cirque,cir,cirque,سيرك,दंगल
1,acton,26,acton,に従う,agir sobre,acton.,акт,Acton.,działać na,agir sur,actón,Acton,采取行动,harekete geçmek,العمل على,पर कार्यवाही
1,beltway,26,beltway,静かな,Beltway.,순환 도로,Beltway.,Beltway.,Beltway.,périphérique,carretera de circunvalación,Umgehungsstraße,腰带,çevre yolu,بلواي,बेल्टवे
