ID,DANOIS,DEUTSCH,INTERVAL
12509,tiende,zehntel,27
7054,overtalte.,überzeugt.,54
7891,rampage.,amoklauf,61
2785,newmarket.,neuer markt,91
2602,skæv,krumm,66
7416,afskedige,zurückweisen,31
5962,genindføre,wieder einsetzen,46
464,wielding.,wachung,86
12812,røre ved,berühren,21
1350,havvand,meerwasser,97
10234,eksplicit.,ausdrücklich,46
8142,varieret,abwechslungsreich,25
3573,kind,wange,77
12663,potter.,töpfer,26
2738,skolepige,schüler,88
2827,kvælning,würgend,71
3055,handoff,weiterleiten,89
2754,bryggeri,brauerei,84
11166,indsendt,eingereicht,27
600,nightshirt.,nachthemd,99
13830,også,auch,6
11446,attende,achtzehntel,37
8427,volcanic.,vulkanisch,59
14066,tilføjet,hinzugefügt,6
14365,mænd,männer,11
1346,imprendelse,eindrehen,96
3497,hovedlinje.,hauptlinie,85
2120,chitty.,kittchen,94
7959,et stykke,ein stück,62
13011,fattige,arm,22
7288,tailback.,rückstau,64
13806,som,als,5
502,tantamount.,gleichbedeutend,99
4161,mit alt,mein alles,84
4469,smykker,schmuck,83
2447,ved et tilfælde,versehentlich,25
6247,nej mig,nicht ich,72
11245,ristet brød,toast,38
13229,søn,sohn,19
9841,sydvestlige.,südwesten.,49
8779,rød,scharlachrot,56
5203,hvor.,worin,79
12863,udfordring,herausforderung,16
13687,dårligt,schlecht,15
9176,hidtil usete,beispiellos,55
2766,serfdom.,leibeigenschaft,91
4203,skrot,schrott,56
3590,fremdrivning,antrieb,87
9621,rådgiver,stadtrat,49
8365,henfald,verfall,56
13307,skrev,schrieb,19
3040,caprice.,laune,85
7004,ballpark.,baseballstadion,59
9777,gennemgik,unterzog,50
10265,observationer.,beobachtungen,14
8992,fremdrift,angetrieben,43
9281,relationer,beziehungen,30
5556,crisp.,knackig,72
11019,vurdere,bewerten,24
10849,afhængig af,abhängig,27
13264,mary.,maria,17
13059,to gange,zweimal,22
1294,spædbørn.,säuglinge,57
1574,voicing.,stimmigte.,24
3267,uprøvet,unbewiesen,88
4435,sygeplejersker.,krankenschwestern,42
4408,vertex,scheitel,83
10536,får,schaf,44
8592,venezuelan.,venezolanisch,58
5225,missy.,vermisst,79
1692,dehydrering.,dehydratation.,91
2149,goalless.,tobellos,94
3250,pinball.,flipper,88
10199,talte,gesprochen,46
6567,låne,verleihen,49
10676,guardian.,wächter,41
13728,citation,zitat,12
556,hoppe tilbage,abprallen,99
7735,forløber,vorläufer,62
11460,fyrre,vierzig,36
13633,stof,gegenstand,14
10604,handle ind,einkaufen,28
1829,unwieldy.,unhandlich,94
3107,kvarts.,quarz,89
9738,stilhed,schweigen,45
10783,søger,suchend,28
9379,ubetinget,nicht schlüssig.,53
5195,rystende,wackelig,79
9490,snævert.,eng,52
3999,arcadian.,arkadisch,76
2495,debby.,debbone,66
3511,ballroom.,ballsaal,87
11569,bebrejde,beschuldigen,28
326,aeneas.,äneas,100
10183,usikker,unsicher,47
10710,dusin,dutzend,32
1832,cady.,kady,95
9733,lunar.,mond-,50
14153,prøve,prüfen,5
5865,unitarar.,unitarisch,63
9347,eksil,exil,46
10285,kød,fleisch,45
6516,hydropower.,wasserkraft,71
10119,superman.,übermensch,47
5641,udtænkt,erarbeitet.,68
13703,speedily.,schnell,14
7966,spurv,spatz,61
4520,dig.,dich,82
10866,nedgang,ablehnen,17
5816,undgås.,vermeidet,7
8613,hearsay.,hörensagen,58
13005,medicin,arzneimittel,20
9618,holly.,stechpalme,50
8443,tåge,nebel,59
2122,lancet.,lanzette,94
10021,komponenter,bauteile,32
12029,forbyde,verbietet.,19
12728,carter.,fuhrmann,26
11131,dept.,abtau,39
2750,batten.,latte,90
10172,papegøje,papagei,46
5696,groundout.,grundstück,76
1203,forstuvning,verstauchung,73
7742,kor,chor,63
2612,undertekst,untertitel,74
12187,topmøde,gipfel,31
7072,genindlæsning,neu laden,57
12040,forslag,anregung,11
10808,grew.,wuchs,42
517,precarious.,prekär,96
9942,hende selv,sie selbst,48
9211,respiratorisk,atemwege,55
4144,bredeste.,breitend,84
3276,omfavnet,umarmt,65
5380,dismal,düster,78
7560,gudfar,pate,64
3932,udtale,aussprechen,43
9278,sløv,unverblümt,53
6220,mitt.,fausthandschuh,71
6686,tilstrækkeligt,genügen,67
10680,regerende,urteil,9
12236,halvleg,halbzeit,31
1841,indsatte,insassen,91
5323,rhyme.,reim,64
8197,fraværende,abwesend,61
8055,coulter.,griff,62
1230,jobe.,jone,98
7489,understregede,betont,49
11027,medlemskab,mitgliedschaft,40
10220,synd,sünde,40
10403,snavs,schmutz,45
5849,mezzanin,zwischenstock,73
13560,videnskab,wissenschaft,15
3150,lukke ned,herunterfahren,88
7251,påop,oben auf,66
4790,drury.,drurum,81
6417,lien,pfandrecht,71
10095,reduktion,die ermäßigung,45
1529,endetarm,rektum,96
657,sequoia.,mammutbaum,97
8180,unødig.,unangemessen,61
8686,reaper.,sensenmann,57
9505,sally.,ausfall,51
7601,ugyldig,leere,60
8721,åndelig,spirituell,50
8641,fagfolk,profis,20
6827,yank.,ruck,55
12327,våben,waffe,18
4784,pap,karton,81
2313,spist,gegessen,92
3019,vaskepulver,waschmittel,89
6621,bushfire.,buschfeuer,59
12511,retning,richtung,14
12153,tilfredsstille,erfüllen,19
83,sully.,besudeln,99
6813,sulten,hungrig,69
1704,gladden.,erfreuen,96
10496,med venlig hilsen,mit freundlichen grüßen,39
13681,sendt,geschickt,15
3275,cavendish.,kavendel,88
4805,fordømme,verurteilen,38
9705,gik i stå,still,41
6440,babble.,plappern,71
3127,slør,schleier,74
9026,stance.,haltung,55
1064,revered.,verehrt,56
1117,slagge.,schlacke,94
9357,afklaring,klärung,51
13619,ledig,erhältlich,15
13251,klokke,glocke,19
2522,paryk,perücke,83
2444,skildvagt,posten,88
4098,throwback.,rückblick,82
1354,hep.,heftig,97
4811,misrepresentation.,falsche darstellung,78
11176,forfattere,autoren,11
11028,quake.,beben,39
2327,minearbejder,bergmann,40
5337,nål,nadel,73
13271,relay.,relais,19
10729,fortælling,narrativ,42
11188,tom,leer,38
9952,tak skal du have,danke,48
850,caledonian.,kaledonisch,99
5554,roterende,rotary,76
13972,fil,datei,6
4711,søvnløshed,schlaflosigkeit,82
9610,fortolket,interpretiert,22
10127,awm.,achtzeitig,47
13582,historie,geschichte,14
1250,louder.,lauter,97
9010,genstart,neu starten,46
1527,pygmy.,pygmäe,91
12631,grå,grau,26
1383,uorganisk.,anorganisch,97
6493,bug,bauch,53
4814,invaders.,eindringlinge,35
1768,østpå,ostwärts,54
418,sher.,sitze,100
3348,væv,webstuhl,68
7985,pålægge,auferlegen,38
13432,koilerplate.,kesselkesselplate,18
9736,ease.,leichtigkeit,45
10640,preseason.,vorsaison-,43
11377,indrømmet,zugelassen,28
14031,tidlig,früh,12
13223,højeste,höchste,20
3033,auditor.,abschlussprüfer,88
14225,hoved,hauptsächlich,9
8038,fosfor.,phosphor,62
2962,søskende,geschwister,74
2891,oversvømmet,überschwemmt,79
4079,ogre.,oger,84
8249,skatter,steuern,28
2863,badass.,knallhart,90
8652,moo.,muhen,58
9448,amfibious.,amphibisch,52
10342,dansk,dänisch,46
7187,rumored.,geschwommen,36
6140,clearance.,spielraum,72
6665,indtræden,einfall,62
7631,cove.,bucht,64
7039,modparter.,gegenstücke,54
11703,kolonne,säule,31
8435,mordere.,killer,38
12940,hvem,dem,23
14497,læs,lesen,6
7802,cyclonic.,zyklonikum,13
9534,tire.,reifen,38
14012,magt,könnte,7
5843,emery.,schmirgel,75
4532,mindende.,erinnern.,33
11918,dirk.,dolch,33
14237,kendt,bekannt,11
11562,lavest.,niedrigsten,36
2660,rigeste,reichste,91
11035,halvtreds,fünfzig,38
12676,forsøg,gerichtsverhandlung,23
9187,clarence.,klaren,55
8849,sparky.,funklig,57
6718,diverse,sonstiges,70
12273,tirsdag,dienstag,30
13199,ulejlighed,unannehmlichkeit,20
3176,eskalering.,eskalation,44
11764,i nærheden,in der nähe,35
12778,overtræder,verletzen,7
8251,skyline.,horizont,61
9197,humlebi,hummel,55
8656,sammenbrud,nervenzusammenbruch,57
8146,i gang,unterwegs,62
1424,chants.,gesänge,54
1956,forhandle,schnäppchen,62
4930,beskyttelsesbriller,brille,77
8621,flydende,floating.,48
390,hvirveldyr,wirbeltier,92
13738,jim.,jammer,14
2711,grib,geier,88
7323,skur,baracke,59
14434,kræver,erfordert,7
5972,håndvask,waschbecken,55
6194,undergå,durchmachen,51
14200,handling,aktion,11
1740,fattigere.,ärmer,95
9259,vagabond,miserabel,53
11977,ufuldstændig,unvollständig,32
8253,kiev.,kiew,61
473,gimmick.,spielerei,97
6959,livery.,lackierung,67
14274,gik,ging,12
11420,pie,kuchen,36
7693,dam,teich,62
7228,peruvian.,peruanisch,66
8048,deco.,deko,62
12661,tyr,stier,20
6846,ik.,ich k,69
10489,tag,dach,41
6054,peck.,picken,73
4906,gere.,german.,81
14170,modtaget,erhalten,6
9652,forventet,vorausgesehen,41
6360,wanker.,wichser,72
10674,spare.,ersatzteil,40
12885,sundhed,die gesundheit,24
13684,slå,schlagen,13
10364,fornærme,beleidigung,26
6729,entallig,singular,65
12735,helt,ganz,9
8013,helt.,vollkommen,62
4732,følsomhed,empfindlichkeit,43
2029,beskyttning,sichern,88
12164,løfte op,aufzug,20
2222,kanel,zimt,93
13626,human,mensch,14
2191,koldere,kälter,93
12933,haven.,oase,23
9602,tres,sechzig,47
0,intents.,inzwale,8
2624,ensign.,fähnrich,90
11479,lovgiver.,legislative,33
2219,uforudsigelige,unberechenbar,90
2942,mælkebøtte,löwenzahn,88
10760,juice,saft,42
10933,røg,rauch,29
13803,være,sei,5
8980,80.,achtzig,53
3099,hijacked.,entführte,54
6125,tankeløs,geistlos,73
14010,gå,gehen,8
6296,livsstil,lebensstil,67
6023,håndklæde,handtuch,70
13130,ottende,achte,21
9254,ambulance,krankenwagen,50
1072,treasures.,schätze,51
10908,lund,hain,40
10867,pludselig,plötzlich,41
11104,lidt efter lidt,schrittweise,38
5470,encore.,zugabe,75
13324,være uenig,nicht zustimmen,18
347,postbud,postbote,100
11200,kaos,chaos,37
13407,bestået,bestanden,10
7957,chunky.,klobig,62
7719,underliggende,unterschwellig,61
216,hjemmelavet,hausgemacht,100
13973,hedder,angerufen,10
3715,opvaskemaskine,geschirrspüler,83
420,cuneiform.,keilschrift,100
6986,fængslet,inhaftiert,50
7889,opføre sig,sich verhalten,45
5474,salienten,hervorstechend,77
12048,ulv,wolf,32
7283,carom.,karambolage,65
14261,frigøre,freigeben,10
8947,lærd,gelehrte,39
14243,færdig,erledigt,11
1804,stave.,daube,77
14359,på,bei,5
11553,hårdere.,schwerer,36
4003,woodruff.,waldbrecher,85
10644,kirsebær,kirsche,43
13610,ord,wort,11
702,tidbit.,leckerbissen,89
2208,titrering.,titration,91
4847,lignelse,gleichnis,81
13350,hastighed,geschwindigkeit,18
10348,petty.,belanglos,46
14412,regler,regeln,9
6510,kenyan.,kenianer,56
4187,solsort,amsel,83
5545,scooper.,schaufel,77
5720,modes.,modi,38
9708,descent.,abstieg,50
9426,ekspertise.,sachverstand,53
4974,bundkort,hauptplatine,80
10398,nøgen,nackt,45
11540,foster.,fördern,36
10242,landdistrikterne,ländlich,46
1287,uncheded.,unentschieden,95
13740,almindelige,gemeinsam,12
350,loon.,klopfer,99
5821,forbered,vorbereiten,73
7569,donation.,spende,36
11816,forfalskning,fälschung,31
11011,turtle.,schildkröte,37
9115,misforståelse,missverständnis,48
9898,last,ladung,48
6992,leeward.,lee-,64
7568,hvor som helst,wo auch immer,64
11793,underrette,benachrichtigen,30
2140,gennemblødt,getränkt,86
8645,ly,schutz,48
5694,svingende,geschwenkt,76
6209,udkant,stadtrand,73
5944,lig,leiche,63
4908,unscheduled.,ungeplante,81
2597,læsere,leserschaft,91
13131,homoseksuel,fröhlich,21
5160,ramt.,erstrichen,79
12195,værdig,würdig,31
9580,førnævnte,vorgenannten,51
11913,gård,bauernhof,28
4267,butik,geschoss,74
5839,tiden er gået,auszeit,62
10428,slag,schlaganfall,39
12046,tilstedeværelse,gegenwart,32
13821,det her,das,5
4141,ultralyd,ultraschall,84
5814,reliance,vertrauen,75
10373,swat.,klatsche,45
9601,vejkryds,überschneidung,46
376,pseudoscience.,pseudowissenschaften,100
4159,iguana,leguan,84
11547,ændret,geändert,9
7958,dybt,zutiefst,62
12049,ck.,kkk,32
3669,fup,betrug,82
7116,bust.,büste,54
12918,mål,ziel,17
5312,konfekture,süßwaren,78
7270,firkanter,quadrate,18
13969,styring,kontrolle,13
11695,skygge,schatten,33
7216,furry.,pelzig,67
9358,usande,unwahr,53
8622,ører.,ohren,39
8557,conn.,kappe,59
9502,colombian.,kolumbianisch,51
1206,scabies.,krätze,98
3172,distraherende,ablenkend,55
3874,genvej,abkürzung,79
12128,mel.,melin,31
10145,faraoh.,pharao,46
3254,garnet.,granat,89
6242,spand,eimer,69
14231,tekst,text,7
2755,begær,lust,87
3244,nab.,schnappen,87
10786,butler.,diener,42
12335,es,as,27
6025,unilateral.,einseitig,58
4673,uskadelig,harmlos,82
9170,bulk,schüttgut,55
10366,lesbisk.,lesben,44
10551,momentum.,schwung,44
7302,skråstreg,schrägstrich,51
2934,gentalere,retaliate,49
7708,porcupine.,stachelschwein,63
2124,constance.,konstanz,93
4281,vidner,bezeugen,62
3827,salme,hymne,79
4551,derfra,von dort,82
2060,aspen.,espe,94
4566,stride.,schreiten,77
9362,kirkegård,friedhof,53
9645,sæk,sack,28
13261,encyclopedic.,enzyklopädie,20
4571,påbud,einstweilige verfügung,79
9402,postal.,post-,53
5999,grynte,grunzen,73
14444,fortsatte,fortsetzung,6
7100,farmest.,wenigsten,67
12396,diagrammer.,charts,17
157,hæftemaskine,hefter,100
13978,dag,tag,7
7618,stifle.,ersticken,58
6821,screenet.,abgeschirmt,23
11031,shootout.,schießerei,40
14129,aldrig,niemals,12
6426,useded.,uneinzweilig,72
12051,etage,boden,28
1548,shortwave.,kurzwelle,96
875,forord,vorwort,93
7588,rød skjorte,rotes shirt,62
4798,sheared.,scherkt,31
13327,bevægelse,bewegung,18
1570,forbigående,transient,94
13036,smed,geworfen,22
13888,hvad,was,7
3638,arbejdsstyrke.,belegschaft,87
4921,varmeste,am wärmsten,81
8415,fordomme,vorurteil,57
13450,alligevel,nichtsdestotrotz,17
3466,udsteder.,aussteller,87
2456,lavede mad,gekocht,28
10857,kollapsede,zusammengebrochen,28
9536,brawl.,schlägerei,51
11975,porte,gatter,25
8353,fæces.,fäkalien,60
1566,tilstrømning,zufluss,94
9967,dyrt,teuer,38
4360,snapping.,schnappend,38
1852,atlases.,atlanten,95
1905,guldsmith.,goldschmied,88
5780,guldsmed,libelle,75
8868,upartisk,unparteilich,57
14139,sammenlignet,verglichen,13
8351,på side,auf der seite.,60
8924,roe.,rogen,55
4067,trådløs,schnurlos,85
108,brandmand,feuerwehrmann,100
6273,offset.,ausgleichen.,68
12739,høre,hören,21
4586,gå over,besuchen,81
2359,sjoveste.,am lustigsten,92
7076,bark,rinde,62
846,overpass.,überführung,94
13065,over tid,im laufe der zeit,22
10889,tæller,zählt,13
11474,drikke,trinken,29
7753,wight.,witzig,63
3867,freshmen.,neulinge,86
7466,arv,nachlass,46
11694,carrier.,träger,33
6589,overtog,überholt,71
9562,løn,gehalt,47
2064,coptic.,koptisch,94
8493,vejrtrækning,atmung,43
4962,auxiliary.,hilfs-,79
2373,gengældelse,vergeltung,91
3102,krympe,schrumpfen,74
6833,verge.,verspüren,65
4747,presse,quetschen,67
3887,casa.,kasa,76
14151,syd,süd,9
1968,faddle.,fadel,94
726,clank.,rasseln,99
8637,genghis.,vergbis,58
3982,overskyet,wolkig,75
7272,græder,weinen,37
893,militært.,militärisch,98
8250,udviste,ausgewiesen,55
2012,almindeligt,alltäglich,94
2941,blomst,blüte,78
4761,helix.,wendel,81
7745,fangehul,verlies,47
13514,miles.,meilen,15
12015,rambling.,wanderung,32
10643,spundet,spinnen,43
664,iffy.,zweifelhaft,99
10070,træt,müde,30
10977,ru,rauh,38
12665,trukket,gezeichnet,26
14392,dele,teile,9
11242,lay.,legen,35
1259,samling.,montieren.,23
10332,firenze.,florenz,46
4505,mods.,modifikationen,50
12654,ville ikke,würde nicht,27
14354,kvinder,frauen,13
13881,brugt,gebraucht,5
10303,blad,blatt,27
408,prøvelse,tortur,100
9083,skyskraber.,wolkenkratzer,52
8877,spildevand,abwasser,57
12691,venlige,freundlich,26
3727,stillestående vand,stillwater.,87
2843,ecb.,ezb,90
12076,kræft,krebs,32
8639,stik,stachel,57
10718,pennant.,wimpel,42
13887,mellem,zwischen,9
2956,prøveløsladelse,parole,84
3171,crippled.,verkrüppelt,76
5908,tandpleje,zahnheilkunde,75
9788,morgenmad,frühstück,49
2741,simplistisk.,vereinfacht,89
7159,træthed,ermüdung,64
14485,venlig,art,17
11671,evaluering.,auswertung,31
11097,stenet,felsig,33
10429,fink.,einen fink,45
13983,hjælp,helfen,7
10778,provins-,provinziell,42
725,tekstiler.,textilien,66
8990,nøgle,hinweis,46
7210,bogstavelig,wörtlich,39
2685,dipper.,schöpflöffel,91
303,scion.,spross,98
14466,ønskede,gesucht,6
12068,flyde,fließen,29
2824,woolly.,wollig,90
4949,anarkisme.,anarchismus,77
9317,ceres.,zerse,53
9746,desperat,verzweifelt,41
8514,charlemagne.,karl der große,59
1258,foreshadowing.,vorausdeutung,87
12882,alfa,alpha,24
4168,eddike,essig,84
2168,iøjnefaldende,auffällig,88
5389,kynisk,zynisch,61
14023,forskellige,anders,10
6646,levedygtig,spielerisch,70
2676,overthrown.,gestürzt,91
11749,nøjagtighed,richtigkeit,35
10785,sund fornuft,gesunder menschenverstand,42
11038,marsk,sumpf,39
5245,mousetrap.,mausefalle,78
13602,femte,fünfte,16
4945,ubegrænset,uneingeschränkt,80
11745,bomuld,baumwolle,35
3418,skovbrug,forstwirtschaft,88
9002,fedme,fettleibigkeit,55
8852,monkeys.,affen,27
8244,byrde,last,58
9316,undtagen,ausschließlich,37
12816,fanget.,gefangen,17
10326,nærmeste.,am nächsten,46
2189,strammere,fester,93
12941,afstand,distanz,21
587,svag,schwach,99
7822,åbenbaring,offenbarung,52
6179,cpu.,zentralprozessor,70
10206,dipt.,dipsel,47
4223,skyggefuld,schattiert,50
6299,beboet,bewohnt,41
11616,racisme,rassismus,36
11976,soapbox,seifenkiste,33
5375,ofret.,geopfert,72
6912,qu.,qual,68
10527,hurtigt,sofort,44
8933,holdkammerater,teamkollegen,34
4499,raters.,bewerter,81
3133,renegade.,abtrünnig,61
4576,smugling.,schmuggel,75
2844,puffin.,papageientaucher,90
3373,ophæve,aufhebung,76
962,narcissus.,narzisse,98
10517,litterære.,literarisch,44
8543,sh.,sch,59
530,sturgeon.,stör,99
5388,bestræbelse,bemühen,70
605,kørt ned,heruntergewirtschaftet,99
232,defied.,abgewiesen,76
5118,conner.,bekämpfe,78
1551,engle.,meckern,92
13872,fordi,weil,8
625,lawmakers.,gesetzgeber,96
2574,lønningsliste,lohn-und gehaltsabrechnung,90
10,sunstar.,sonnenstern,100
14063,afdeling,abteilung,10
4179,reels.,rollen,55
8708,klatring,klettern,32
6060,crackdown.,rissfolge,73
1676,sisterhood.,schwesternschaft,96
9364,natten over,über nacht,53
6891,yap.,kläffen,68
13751,angive,angeben,11
6483,ubetydelig,unbedeutend,70
4480,udlignet,ausgeglichen,76
10768,frø,saat,16
2238,carfax.,sarfach,93
12560,streak.,strähne,27
11255,kemi,chemie,38
6745,kjole,kleid,59
11408,rådgivning,beratend,31
9306,politifolk,polizisten,54
9261,nedbrydning,degradierung,47
7219,lanes.,bahnen,30
10248,fjendtlig,feindlich,36
3592,pude,kopfkissen,82
10653,catcher.,fänger,39
7721,dommedag,apokalypse,64
5727,cocos.,kokos,56
10914,galakse.,galaxis,38
4251,saxifrage.,steinbrech,84
9108,firben,eidechse,55
12544,brev,buchstabe,21
2613,ambition,ehrgeiz,76
10612,procedure,verfahren,34
6724,maverick.,einzelgänger,52
11119,fi.,fische,40
982,genoprettet,wieder hergestellt,85
10614,konføderation,staatenbund,27
14268,efterspørgsel,nachfrage,24
993,eclectic.,eklektisch,98
251,tumbling.,taumeln,73
7886,overskredet,übertroffen,42
10479,etiopisk.,äthiopisch,44
13390,mad,lebensmittel,17
14349,stillet til rådighed,bereitgestellt,6
12,normalt,gewöhnlich,100
8314,heather.,heidekraut,60
10543,forstået.,verstanden,44
14223,skab,erstellen,6
450,asker.,frager,100
12063,forfatter,schriftsteller,23
4705,spearheaded.,speerkopf,64
12134,ofre.,die opfer,27
1286,centrist.,zentristisch,95
13485,stemme,abstimmung,12
14429,prissat,preis,22
9427,dyrket,gewachsen,53
6385,asap.,schnellstmöglich,72
10443,svækkende,beeinträchtigung,41
4758,paperback.,taschenbuch,75
10521,fattigdom,armut,44
4443,aquatic,wasser-,51
2882,risikabel,riskant,90
3744,købere,käufer,80
10316,cache,zwischenspeicher,41
13731,plads,platz,14
12295,roster.,dienstplan,28
8471,punter.,glücksspieler,50
3535,udgravet,einbaum,86
13258,præmie,preis-,19
7630,extraterrestrial.,außerirdisch,62
12672,tolv,zwölf,26
2943,mistress.,herrin,88
11539,diskret,subtil,36
13953,tilbage,zurück,8
4128,prom.,abschlussball,83
14393,ansigt,gesicht,14
6582,hopper.,trichter,67
9873,arguabelt.,wohl,47
2623,entourage.,gefolge,91
4762,fællesskab,gemeinschaft,81
8620,blæk,tinte,54
10506,i aften,heute abend,44
10874,stedfortræder,stellvertreter,37
2183,uretfærdig,ungerecht,93
13938,aktier,anteile,6
12781,session,sitzung,22
12749,om eftermiddagen,pm,25
4946,gentaget,wiederholt.,60
9570,landmænd,landwirte,42
6341,hustruer,ehefrauen,72
14226,gratis,frei,6
3807,burnside.,brennen,86
5319,bier,bienen,38
12931,værelse,zimmer,22
1437,staunch.,stillen,96
7518,crossover.,überkreuzung,62
7442,racecourse.,rennbahn,65
6825,tyverne,zwanziger jahre,16
13123,konkurrere,wetteifern,16
27,inhibere,hemmen,65
14513,noter,anmerkungen,7
11141,lør,sat,39
14052,bedre,besser,12
4377,strømlinet,stromlinienförmig,74
13749,spore,spur,12
8527,skabninger.,kreaturen,50
11263,kasket,deckel,27
11660,fusionere,verschmelzen,22
4620,tilbageholdte,häftlinge,73
12803,railway.,eisenbahn,22
5707,psyko.,psycho,75
3320,forsendelser,sendungen,68
5173,fritid,freizeit,77
13003,holdt,gehalten,23
14410,ser ud,aussehen,5
10100,mundtlig,oral,45
13630,deltage,teilnehmen,12
11337,shit.,scheisse,38
5528,bønner.,bohnen,38
12575,glorie,heiligenschein,27
2011,skuffe,enttäuschen,35
3283,klausuler.,klauseln,48
644,celt.,kelte,88
2494,modstå,standhalten,89
4093,dutchman.,holländer,85
8399,solnedgang,sonnenuntergang,59
5538,celestial.,himmlisch,77
13538,overholdelse,einhaltung,16
10103,tråd,gewinde,41
4771,mongoose.,mungo,81
11238,anholdelse,festnahme,21
11051,kvæg,das vieh,40
2430,harmonika,akkordeon,92
10761,kæledyr,haustier,38
690,eftersyn,nachsicht,99
8988,kunstnere.,künstler,12
13545,udmelding,aussage,13
13712,verificerbar,überprüfbar,10
5714,cv.,lebenslauf,76
8014,gym.,fitnessstudio,62
2985,charitable.,wohltätig,88
3145,druze.,drucken,89
8006,udstrømning,abfluss,62
7475,azure.,azurblau,65
1438,pisecost.,pfingsten,70
6679,forkortelser.,abkürzungen,45
12682,sold,verkauft,26
7634,trombone,posaune,63
8734,overførsel,übertragung,14
12632,overflade,oberfläche,25
9577,landsdækkende,landesweit.,51
9141,booker.,bucher,55
3242,snuff.,schnupftabak,89
8742,nedrevet,zerstört,54
10831,klager.,beschwerden,31
11251,dværg,zwerg,37
